Poids,Poids1,nou1,r36a,r36ab,r36,q27_i1,q27_i2,q27_i3,q27_i16,q27_i13,n43_i4,n43_i5,n43_i6,nou10_i4,nou10_i2,q27_i8,q27_i17,q27_i14,q31,q32,nou10_i1,nou7
1.0181267,0.7249455,99,1,5,11,1,3,4,2,1,3,2,3,3,4,3,1,2,2,2,4,2
0.8411733,0.4593037,7,1,4,4,2,2,3,2,3,2,2,2,2,2,4,3,3,2,2,2,1
0.9657819,0.9413561,7,1,9,9,2,2,3,3,2,1,2,3,2,3,3,2,3,2,1,3,1
1.1254183,1.0740688,99,1,9,9,1,1,3,2,2,1,1,4,1,4,3,1,2,1,1,4,1
1.0406986,1.0395873,99,1,9,9,1,1,4,3,1,1,1,4,1,4,3,1,2,1,1,4,2
1.0209377,1.8872794,2,3,14,12,3,2,3,3,2,2,3,3,3,3,3,2,3,3,2,2,1
1.0404894,0.7939937,7,1,5,7,4,3,3,3,2,3,1,1,3,4,3,3,2,4,2,2,1
1.1152655,1.0623989,8,1,9,9,1,1,4,1,2,1,2,4,1,3,4,2,2,3,2,3,2
0.8932012,0.8650903,9,1,8,8,1,1,3,4,1,1,2,4,1,5,2,3,1,4,2,2,1
0.9742907,1.9117246,7,1,12,7,3,1,4,3,1,2,4,3,2,4,1,2,2,2,2,3,2
1.0410719,1.7960372,99,3,14,9,4,2,2,3,2,3,3,3,4,3,3,3,4,3,2,4,2
0.9682826,0.6128083,2,1,4,4,2,2,2,3,1,2,3,2,3,4,1,2,2,2,2,3,1
0.982778,0.7928768,5,1,5,5,4,3,4,2,4,3,4,2,3,4,3,4,4,4,2,3,1
0.9742907,1.0365295,7,1,7,7,2,1,2,3,1,1,1,4,2,4,2,1,2,2,1,4,2
1.0347681,0.7713441,4,1,5,6,4,3,4,2,3,2,2,2,3,4,2,3,3,3,2,2,1
0.9825804,0.9168434,99,1,6,11,4,2,4,3,1,2,4,2,2,4,3,2,3,3,1,4,2
0.9241946,0.6911665,4,1,5,4,3,2,3,2,1,2,3,2,3,4,2,2,2,2,1,3,2
0.996555,0.7720877,3,1,5,4,4,2,4,2,3,3,4,3,2,4,3,2,3,3,1,3,1
0.9742007,0.9328767,9,1,9,9,1,1,4,2,2,1,2,4,2,3,3,2,3,2,2,2,2
1.0190327,1.9816689,3,3,14,4,4,4,4,1,2,4,4,2,4,4,3,1,3,2,1,3,2
0.9493595,0.7016921,6,1,5,6,3,2,4,2,2,2,3,2,4,4,2,3,3,3,2,2,1
0.9442534,0.4973933,99,1,2,5,3,3,4,2,2,3,4,2,3,4,3,2,3,3,2,3,2
0.968088,0.7566844,6,1,5,7,3,3,4,3,2,3,3,2,4,4,1,3,3,3,2,2,1
0.972346,0.9746906,8,1,7,7,3,1,1,4,1,1,2,2,2,4,3,3,2,4,2,2,1
1.4934647,1.4728812,0,1,3,3,4,4,4,2,3,4,4,1,4,4,3,1,4,2,1,4,2
0.9941979,1.1241053,8,1,7,7,2,1,3,3,1,1,2,4,2,4,2,2,2,3,3,3,1
0.9392497,1.0817298,1,1,3,3,4,4,4,1,3,3,4,1,4,4,4,1,4,1,1,4,2
1.0545189,1.1403153,5,1,3,9,1,2,2,4,2,2,2,3,2,3,1,1,2,2,1,4,1
1.0504655,0.9260139,99,1,8,11,2,2,3,2,2,2,2,3,2,3,3,2,2,2,2,2,2
0.9635907,1.0594655,5,1,3,7,2,1,1,4,3,2,2,3,2,3,2,3,2,2,2,3,2
0.9456271,0.7291266,7,1,5,7,4,3,4,4,2,2,4,2,3,4,2,3,5,4,3,5,1
1.0181267,0.8351011,7,1,1,9,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,1
1.0211746,1.6179006,10,1,11,9,3,2,3,3,3,3,3,3,2,3,2,2,3,2,4,4,2
1.4041709,1.2355616,5,1,9,12,3,2,3,2,3,2,3,3,2,3,3,2,2,3,3,5,1
0.8891781,0.8978487,99,1,9,14,3,2,2,4,5,4,2,3,2,2,2,3,4,2,2,1,2
0.9851317,1.8575064,99,1,13,12,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1
0.9649486,0.7907301,5,1,5,4,4,4,4,4,4,2,4,1,4,4,2,2,2,3,2,3,1
0.978601,1.1359618,2,1,3,4,4,5,4,2,5,3,3,2,3,4,3,1,3,2,2,3,2
1.0533414,0.8098541,5,1,5,4,2,2,2,3,2,2,3,3,3,4,4,2,2,2,1,3,2
1.004001,0.7401572,3,1,5,4,2,2,3,3,2,2,3,2,2,2,3,2,2,3,2,2,2
1.0469049,0.721126,2,1,4,3,4,4,4,5,3,3,4,2,4,4,4,2,4,2,1,4,2
1.0055705,0.5806862,99,1,4,4,4,3,4,3,2,2,3,2,3,3,3,3,2,2,1,3,2
1.3301579,2.0111561,99,1,11,3,1,2,2,4,2,2,3,2,2,2,4,1,4,2,1,4,2
0.9719698,0.873246,0,1,8,8,2,2,3,3,1,1,1,4,1,3,1,3,4,4,3,1,1
0.9544691,0.9831538,8,1,7,7,3,1,1,4,1,1,2,4,1,3,1,3,2,3,1,2,1
1.0437698,1.921062,5,3,14,12,2,3,3,2,3,2,3,3,3,2,2,3,3,4,3,3,3
0.9381408,1.5386136,5,1,12,7,2,3,4,3,2,4,4,2,2,4,3,3,3,4,1,4,1
0.9717745,0.9848656,7,1,7,7,4,4,2,4,2,2,4,2,4,4,2,3,4,3,1,2,1
1.0945518,1.1099871,5,1,3,9,3,1,4,5,3,1,1,3,1,4,5,1,4,2,1,4,2
0.9798372,0.9467381,5,1,9,9,1,1,1,3,3,1,1,4,1,3,3,1,1,2,3,3,2
0.9260134,0.4886158,3,1,4,13,4,4,4,1,3,2,4,1,4,4,2,2,4,1,1,4,2
1.026355,1.1558203,9,1,7,7,1,1,2,4,2,1,1,4,1,2,2,4,2,4,2,2,1
0.8754047,0.8755556,8,1,9,9,3,2,1,4,2,1,4,1,3,3,4,2,3,4,1,1,2
0.9719698,0.7218289,3,1,5,4,4,3,4,2,2,3,3,2,3,4,2,3,3,2,2,3,2
1.0501975,1.9459603,6,1,12,11,3,2,3,4,3,4,3,4,1,2,4,2,4,2,2,4,3
0.9805669,0.9496856,8,1,7,7,1,1,4,2,1,1,1,4,2,5,1,4,2,4,2,1,1
0.9379402,0.6624205,99,1,5,4,1,4,1,2,1,4,4,1,4,2,3,3,3,1,3,2,1
0.9569421,1.069732,4,1,3,4,3,2,3,3,2,3,4,2,2,4,2,3,2,1,2,3,2
1.0156126,0.7741303,4,1,5,4,3,3,4,1,2,1,4,2,2,2,4,2,3,2,2,3,1
1.0320958,0.952126,8,1,9,9,1,2,2,3,1,1,2,2,2,3,2,2,1,2,1,3,1
1.0083812,0.8150774,2,1,8,13,3,1,4,1,2,3,3,4,2,4,2,2,3,2,1,3,2
0.9786631,0.9477152,10,1,9,9,1,1,4,1,1,1,2,3,1,3,3,1,2,1,1,3,2
1.0688357,1.1795193,0,1,3,3,4,4,4,1,2,3,3,2,4,4,4,1,4,1,1,4,2
1.004001,1.0629885,0,1,3,3,4,4,4,3,3,4,4,1,4,4,4,1,4,1,1,4,2
1.0985636,0.9911517,0,1,9,9,1,1,3,2,2,3,2,4,1,4,1,1,3,1,2,3,1
0.9798372,0.7287505,5,1,5,6,3,2,4,3,1,1,3,4,1,4,4,2,2,3,2,3,1
1.0581299,0.6160961,6,1,4,4,2,3,4,2,3,4,3,2,4,4,2,2,3,2,1,4,2
0.9647856,0.8187123,99,1,9,9,2,1,3,3,2,2,3,3,2,3,3,2,3,2,2,3,2
1.0295452,0.84948,99,1,8,8,2,2,4,2,2,1,3,3,2,3,3,1,2,3,2,4,2
0.9725798,0.8616372,0,1,1,3,3,1,2,2,2,2,2,3,5,3,2,1,2,2,1,4,2
1.0716134,1.1366506,3,1,3,13,4,3,4,2,3,3,2,2,3,3,2,2,2,4,1,3,1
1.0188279,0.7752807,99,1,5,11,4,4,4,1,3,4,4,1,4,4,3,4,3,3,1,1,3
0.9646595,1.02062,99,1,3,9,1,2,4,3,2,2,4,2,3,4,1,2,2,3,2,3,1
1.1431246,1.0154723,99,1,9,9,1,1,4,1,2,1,2,4,1,4,2,2,2,2,2,4,2
0.8797467,0.722492,5,1,5,6,4,3,4,2,1,2,3,2,4,4,2,2,3,2,2,2,1
0.9742907,0.7537826,3,1,5,4,4,2,4,3,2,3,4,2,2,3,3,3,2,3,2,2,1
0.9641954,0.7644318,6,1,5,6,3,3,3,4,4,4,2,2,2,4,2,3,2,3,2,2,1
0.8973151,0.6584175,7,1,5,13,3,2,4,3,3,3,2,1,2,4,3,3,2,4,1,2,1
1.026355,0.8405328,4,1,5,4,2,2,3,4,2,1,3,3,2,4,3,1,2,2,2,3,1
1.0266788,0.8710492,0,1,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1
1.0404634,1.2187947,2,1,3,3,3,3,4,2,2,4,4,2,4,4,4,1,3,1,1,4,2
1.010451,2.041136,5,3,14,6,4,2,3,2,1,3,3,2,4,4,2,2,2,2,2,2,2
0.9646595,0.710656,3,1,5,4,4,1,2,4,1,1,3,4,2,3,3,2,3,4,2,2,2
0.9440905,0.9994397,3,1,3,4,4,3,4,2,3,3,3,2,3,4,3,2,2,2,1,3,2
0.986841,0.8606192,9,1,9,9,2,1,1,4,2,1,2,4,1,3,3,3,3,4,2,1,1
1.3848361,1.3389237,99,1,3,13,3,4,4,3,2,4,3,2,4,3,3,2,1,2,1,3,2
1.1465466,0.9980941,8,1,8,9,2,1,4,2,2,3,2,2,1,4,3,3,2,4,3,4,2
1.0533414,2.0539317,99,4,16,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3
1.0597223,0.7682596,99,1,5,7,2,2,2,3,2,2,2,2,2,3,2,3,3,3,2,3,1
1.07426,0.9053068,9,1,9,9,1,2,4,2,2,1,3,3,2,4,2,2,3,2,1,2,2
0.982778,0.7928768,4,1,5,5,4,3,4,5,5,2,3,2,4,4,4,2,3,1,1,3,3
1.0480793,0.7290618,5,1,5,12,4,3,3,3,3,4,4,1,4,4,3,3,3,1,2,4,2
1.0181267,1.041142,0,1,3,13,3,5,5,2,3,4,4,2,2,4,3,1,4,1,1,4,2
0.9523137,0.6316559,6,1,5,7,3,5,4,5,3,5,3,5,5,4,2,3,3,3,2,2,1
1.4888397,1.3618166,99,1,3,5,4,3,2,3,3,3,3,2,3,2,3,2,2,2,2,2,2
1.025453,0.8514198,7,1,8,7,2,1,1,4,2,1,3,4,1,4,2,2,1,2,1,2,2
1.0423194,0.6431161,7,1,4,4,3,3,4,2,2,4,4,1,4,4,3,1,4,2,1,3,2
1.0345511,0.5659282,2,1,4,7,2,1,4,1,4,1,1,4,1,4,4,2,4,1,1,4,2
1.0425724,0.8955093,5,1,9,9,1,2,4,5,2,2,3,2,2,3,5,2,2,2,1,3,2
0.9784043,1.0195702,7,1,9,9,2,1,2,2,1,2,3,2,2,3,1,2,2,3,1,3,1
0.9849337,0.5839493,99,1,4,12,2,5,4,2,4,3,3,2,5,5,4,1,2,2,1,3,1
1.056374,1.1491593,6,1,3,4,4,2,5,3,2,3,3,3,2,3,3,2,2,2,1,3,2
0.9846447,0.8309881,7,1,8,8,2,2,5,5,3,5,4,2,5,3,3,1,2,2,2,5,2
1.0109707,0.6301952,2,1,4,4,2,1,4,1,2,1,3,4,1,4,4,1,3,1,1,4,2
1.1255294,0.7334558,99,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3
0.9588186,1.0655447,2,1,3,4,4,3,4,1,4,3,4,2,3,4,3,3,3,3,2,2,2
0.9113902,1.0290127,99,1,3,2,4,3,4,2,3,4,4,4,3,4,4,2,2,2,2,4,2
1.0003988,0.5458415,10,1,4,4,3,1,3,3,3,4,3,1,4,4,3,3,3,2,1,3,1
0.9379523,1.5266399,99,4,16,14,5,5,4,1,5,5,2,5,5,5,5,5,5,5,4,5,3
0.9532432,0.806034,8,1,9,8,1,1,1,4,1,1,1,4,1,4,1,4,3,4,1,2,1
1.0343083,0.9645121,10,1,9,9,1,1,2,2,1,1,1,3,1,4,3,1,4,1,1,2,2
0.9439665,0.581386,2,1,4,4,4,3,4,2,3,3,3,2,4,4,3,1,2,2,2,4,2
0.9467089,0.7790985,4,1,5,6,4,3,3,2,2,1,4,1,3,4,1,2,3,1,1,2,1
0.8844896,1.5852878,5,1,12,11,1,1,2,3,2,1,4,3,1,4,2,1,1,1,1,3,2
1.4045316,2.3205144,5,3,14,12,4,1,2,4,2,1,1,4,1,4,2,2,3,2,2,3,1
1.1034361,0.6869648,2,1,4,4,4,4,4,2,3,3,3,2,4,4,3,2,3,1,1,4,2
1.3734287,0.9002796,8,1,5,7,1,1,1,4,2,4,3,2,2,1,3,3,4,2,2,3,2
1.0125592,1.0529199,99,1,3,4,2,3,3,3,2,3,3,2,2,3,2,2,2,2,1,2,2
1.4888397,0.6915953,6,1,2,9,1,4,5,4,2,2,2,2,3,4,2,4,5,2,1,4,2
1.0014049,0.5693712,7,1,2,7,1,4,4,2,1,4,3,2,1,2,3,4,2,2,1,4,1
0.9744866,0.7596945,3,1,5,4,3,2,4,2,3,2,3,3,2,4,2,3,2,3,2,2,1
1.0169171,0.6728356,99,1,4,4,4,3,2,4,2,3,4,2,4,4,1,1,4,1,1,3,2
0.9649389,0.5711499,4,1,4,5,4,3,4,2,2,3,3,2,3,3,1,2,3,4,2,3,1
0.9717745,0.9848656,10,1,7,7,3,1,3,3,2,1,4,2,1,4,2,1,1,4,3,1,1
0.8974956,0.5332259,4,1,4,7,5,1,2,5,5,1,5,2,1,5,5,5,5,1,2,2,1
0.9941979,0.8174692,5,1,5,6,4,4,4,1,2,3,4,1,4,4,2,3,3,2,2,2,1
0.9499354,0.7359024,6,1,5,14,3,5,4,3,3,2,3,2,3,3,4,1,2,2,2,3,3
0.9825804,0.6321641,3,1,4,5,2,2,4,1,2,3,4,2,3,4,5,1,4,2,1,3,2
1.0544177,1.0209141,99,1,9,9,1,2,3,2,1,1,4,2,4,2,2,1,2,3,1,1,2
1.0306884,1.2568382,5,1,3,4,2,2,4,1,2,2,3,2,3,4,2,1,4,3,2,3,2
0.9113902,0.7164998,99,1,5,14,5,5,5,5,2,5,3,5,5,4,2,1,5,5,4,2,2
1.0361664,0.6076519,2,1,4,4,4,3,4,3,2,3,4,2,3,3,3,2,3,2,1,3,2
0.9458172,1.0104886,99,1,7,7,1,1,3,2,3,1,2,4,2,3,2,3,3,3,2,1,1
0.9882472,0.6388029,2,1,4,4,4,4,4,3,4,2,4,2,4,4,3,2,4,1,1,4,2
1.0125813,1.0533353,1,1,3,3,4,1,3,2,1,1,3,2,2,4,4,1,3,1,1,4,2
0.9744866,1.0446591,9,1,7,7,1,1,3,4,1,1,1,4,2,4,1,1,1,3,2,1,1
1.0809742,1.087217,3,1,3,4,4,4,4,2,2,3,4,2,4,2,2,1,3,2,1,2,2
1.0125592,0.9524488,99,1,9,10,2,2,4,3,2,2,3,2,2,3,3,2,3,3,1,2,2
0.937563,0.8082522,7,1,8,3,2,3,4,4,2,2,2,2,2,3,2,4,2,2,2,1,1
1.0125592,1.8593875,5,3,14,12,2,2,3,5,1,5,2,3,2,4,3,5,3,3,2,3,2
0.9815928,0.9314965,99,1,8,7,3,5,4,2,5,1,5,3,2,4,3,1,4,3,2,4,3
1.3407918,1.1251304,8,1,9,7,4,1,1,4,2,1,2,3,1,4,2,3,3,4,2,1,1
0.9962875,1.1008105,7,1,7,7,4,3,4,4,2,4,3,2,2,4,2,1,2,3,1,2,2
1.0373582,1.0445395,9,1,9,9,2,1,4,4,4,1,1,4,1,4,4,1,2,1,1,2,2
1.2171125,0.6496882,99,1,4,4,2,1,1,2,1,1,1,3,2,2,1,2,2,2,1,4,1
1.0014563,0.6960146,7,1,5,7,2,2,2,3,2,1,2,4,2,5,2,2,2,2,2,5,2
1.0172436,0.9033975,5,1,6,6,1,1,1,4,2,1,3,3,1,4,2,2,1,3,2,2,1
1.3772935,2.392143,99,1,12,5,4,1,4,1,1,1,4,1,1,4,1,1,4,2,1,3,1
1.054417,0.9412517,99,1,9,9,1,1,3,3,2,1,2,3,3,5,3,1,2,2,2,2,2
0.9798365,0.5398989,2,1,4,4,5,5,4,2,3,5,4,2,5,4,2,2,5,2,1,3,2
0.9962875,0.6432709,2,1,4,2,4,4,4,1,3,4,4,2,4,4,3,1,3,2,1,4,2
1.0261487,0.9719505,99,1,6,2,4,2,4,2,3,4,3,3,4,4,4,2,5,2,1,3,1
0.9742907,0.7537826,7,1,5,8,1,2,4,2,5,2,2,5,3,4,3,2,1,3,2,5,1
1.2918428,0.8576922,4,1,5,9,2,1,4,2,1,3,2,4,1,4,2,1,4,2,1,4,2
0.9458172,1.0104886,10,1,7,7,1,1,1,4,3,1,1,4,1,4,3,3,2,4,4,2,1
0.9235314,0.7452369,6,1,5,6,4,4,1,4,3,3,3,2,2,4,3,3,3,2,2,2,2
1.0178083,1.0896595,8,1,7,11,3,2,2,3,2,2,2,3,2,3,1,3,2,4,2,2,1
0.9744866,0.7596945,4,1,5,6,4,4,4,1,3,4,4,1,4,3,2,1,4,1,1,4,2
0.9875149,1.9165736,99,3,14,12,4,2,4,1,1,2,3,3,5,5,3,1,3,1,1,4,2
0.9315128,1.000175,10,1,7,7,2,1,2,3,3,1,1,4,2,4,3,1,2,1,1,4,1
0.9857455,1.7079898,99,3,14,14,1,2,5,3,2,1,2,3,2,3,2,2,3,3,1,3,2
1.0258988,1.0510278,99,1,9,9,1,1,4,2,1,1,4,4,2,4,2,2,1,1,1,4,2
0.9285458,0.54943,5,1,4,4,1,3,3,3,1,1,4,1,1,1,2,2,2,3,2,2,2
1.0061128,0.9561154,99,1,9,9,1,1,2,3,1,3,3,3,1,1,3,1,1,4,3,2,2
1.0449432,0.6770799,4,1,5,4,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1
1.3510863,0.9753731,7,1,5,7,3,2,3,2,3,2,3,3,3,4,2,3,2,3,2,3,1
1.4163294,2.1462023,3,1,12,12,3,3,4,2,2,2,2,2,2,4,4,1,3,2,2,4,2
0.9827697,1.7985675,99,1,12,2,2,2,4,1,2,1,2,4,1,4,4,2,2,2,4,3,2
0.968088,1.9190841,7,1,12,7,4,3,4,2,3,2,4,2,3,4,2,3,2,3,2,2,1
1.024225,0.7641398,99,1,5,4,4,4,4,1,2,3,4,2,3,2,2,2,3,2,2,3,1
1.0806799,0.96818,6,1,9,7,3,2,2,2,2,3,2,3,3,3,2,2,2,2,2,3,3
0.982778,0.6371222,5,1,4,11,4,2,3,3,2,2,2,2,2,4,3,3,3,3,2,3,2
0.8795698,0.9857703,8,1,7,7,3,1,2,4,2,1,2,4,2,4,1,2,2,4,3,2,2
1.0831017,1.9200864,99,3,14,12,1,2,4,1,2,2,3,3,2,4,2,2,4,2,2,3,2
1.3490758,2.3674695,99,3,14,12,3,3,1,4,2,3,4,1,4,4,3,3,2,3,2,2,1
0.9576828,1.6974424,99,3,14,12,2,5,4,2,2,3,4,2,3,4,5,2,2,5,4,3,2
1.008157,0.7393677,5,1,5,4,2,2,4,2,2,3,2,2,2,4,2,2,4,2,2,3,2
1.0719868,0.8531985,99,1,8,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,2
1.0868964,0.7976657,4,1,5,4,4,4,4,3,2,3,4,2,4,4,3,2,3,2,2,3,1
1.0598625,0.9865264,0,1,1,1,1,2,2,4,2,2,2,3,2,3,2,1,3,2,2,2,2
1.0178083,1.0896595,7,1,7,7,4,2,1,3,1,2,4,2,3,4,1,2,2,3,1,1,1
0.9372797,1.0576556,8,1,7,7,3,1,2,3,2,1,2,3,2,4,2,3,3,3,2,2,1
1.167187,1.1128422,10,1,9,9,1,1,4,1,1,1,1,4,1,4,1,1,4,1,1,1,2
1.0053624,0.9542111,8,1,9,11,2,1,2,4,3,1,2,4,1,4,4,2,1,4,1,1,2
0.9780254,1.0028478,7,1,7,7,4,2,4,2,2,1,2,2,2,3,1,2,3,3,2,2,1
0.9123781,0.6845217,4,1,5,4,4,3,4,1,2,3,4,2,4,4,2,4,2,2,1,2,1
1.2171125,2.0505354,99,4,16,14,5,4,4,5,5,5,5,5,5,5,5,5,4,5,4,5,3
1.0095371,1.7616428,5,1,12,11,2,3,3,4,2,3,3,2,1,4,1,1,3,2,1,3,2
0.9878821,1.054741,7,1,7,12,3,2,3,2,2,2,3,3,2,4,5,2,2,3,2,3,1
0.9458172,1.0104886,8,1,7,7,4,2,4,4,2,2,2,2,3,4,2,3,3,3,2,5,1
0.8752287,1.6959736,4,1,12,3,2,2,3,2,2,1,2,3,2,3,3,2,3,2,1,3,2
0.9258747,1.7157866,99,1,12,4,2,1,2,3,3,1,3,3,1,4,1,2,2,1,1,4,2
0.9792954,0.7148061,99,1,5,4,3,2,2,3,3,3,3,3,2,2,3,3,3,3,1,3,2
1.0511602,1.0263866,7,1,7,7,1,1,1,4,1,1,1,4,1,4,3,1,3,3,2,4,2
1.0178083,2.0097148,7,1,12,6,3,3,3,3,2,3,3,2,4,3,2,3,3,3,2,2,1
0.9937002,0.9470233,5,1,9,2,2,1,4,2,2,3,2,4,2,4,3,2,4,2,1,4,2
0.9194288,0.6472124,99,1,5,13,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
1.0190327,1.1221644,5,1,3,7,1,1,3,2,2,4,2,3,2,1,2,4,3,2,2,3,1
1.0146165,1.0128087,8,1,7,7,2,1,3,2,2,1,1,4,1,4,2,4,2,4,1,2,1
0.9777309,1.0539432,2,1,3,4,4,3,4,2,2,5,3,2,4,4,4,1,4,1,1,4,2
0.8964668,0.6342284,7,1,5,7,2,2,4,2,1,2,2,2,3,4,3,1,2,3,2,3,2
1.1034361,1.1106275,8,1,9,9,4,1,1,4,3,1,1,4,1,3,2,1,2,2,1,2,1
0.8795698,1.8181067,99,3,14,12,4,4,4,2,3,4,4,1,4,5,5,5,4,5,4,4,2
1.0095371,0.9023803,10,1,9,9,2,1,4,2,3,4,1,4,1,4,3,1,2,2,1,4,2
1.0686209,1.1703402,3,1,3,4,3,2,4,2,2,3,2,2,2,3,2,2,3,2,1,3,1
1.04356,0.7515696,7,1,5,7,1,1,4,1,4,3,3,3,1,4,4,1,4,3,1,3,2
1.0043133,1.0003777,1,1,3,5,4,4,4,1,4,4,4,1,4,4,4,1,2,1,1,3,2
0.9258273,1.5301601,5,3,14,11,3,3,1,4,2,4,4,2,5,5,4,2,4,2,1,5,2
0.9825804,1.1298412,1,1,3,4,4,3,4,1,3,3,4,2,3,4,4,2,3,2,1,3,2
0.918861,0.8542019,99,1,9,9,2,1,2,3,1,1,3,3,1,4,1,3,2,1,1,1,2
1.0597223,1.1033483,2,1,3,3,4,3,3,3,3,3,3,2,4,4,4,1,4,2,1,4,2
0.9941979,0.8174692,5,1,5,7,3,2,3,2,2,3,2,2,1,2,3,2,2,3,2,1,2
1.0948099,0.9654105,10,1,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1
1.0581299,1.9445124,3,3,14,11,5,5,2,3,2,3,3,3,2,2,3,2,5,3,3,2,2
1.0388494,0.7958709,5,1,5,4,4,2,4,2,2,2,3,2,2,4,2,3,4,4,2,3,1
0.969677,1.7972893,99,3,14,12,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2
1.0345602,1.0991573,4,1,3,4,2,2,4,2,1,2,3,3,2,3,3,2,2,2,2,3,2
0.9458172,0.9546557,99,1,9,9,1,1,2,5,2,2,1,4,1,4,5,2,2,2,2,3,1
0.8832835,0.9696414,6,1,9,9,3,1,1,4,1,1,2,3,5,4,2,1,3,2,1,3,2
0.9409599,0.8835958,8,1,9,9,1,1,4,2,2,1,2,1,1,5,5,1,1,1,1,3,2
0.9815928,0.6187224,4,1,4,4,4,3,4,2,2,3,3,2,3,3,4,2,2,2,1,3,1
1.1188569,1.1689001,0,1,3,4,4,4,4,3,2,2,3,2,3,4,4,1,3,1,1,4,2
0.977969,0.982793,99,1,9,7,1,1,4,4,2,1,1,4,2,4,3,1,2,2,2,3,1
1.0947719,0.8718252,0,2,15,13,4,3,4,2,3,3,3,2,3,4,2,2,3,2,1,4,2
1.0460718,0.9660758,99,1,9,12,1,1,2,3,2,1,2,2,1,3,3,2,2,2,1,3,1
1.0666684,0.6569257,2,1,4,2,1,1,2,4,1,1,2,3,1,4,4,1,4,1,1,4,2
1.0306894,0.9919952,5,1,3,11,3,2,3,3,3,3,4,2,2,4,2,3,3,2,2,3,2
0.9456286,0.7897291,5,1,9,13,3,3,4,1,3,2,4,2,2,4,2,1,3,1,1,3,2
1.0339859,1.8783742,99,1,13,11,1,2,4,1,1,3,1,3,3,4,1,1,2,2,1,1,2
1.0681282,0.9405522,99,1,8,9,1,1,4,4,1,1,1,4,1,4,2,1,3,2,1,4,2
0.9340678,0.8578703,10,1,9,9,3,2,3,4,3,1,2,3,3,3,4,2,2,2,2,3,2
0.9964878,1.1587093,2,1,3,3,4,3,4,1,3,3,4,2,4,4,4,1,4,1,1,3,2
1.0339859,0.5951409,4,1,4,4,1,1,3,5,3,1,2,3,2,3,5,5,2,4,1,4,2
0.9878821,1.1015769,4,1,3,5,4,1,3,3,2,3,4,2,4,4,3,2,3,2,2,3,2
0.9962875,0.8005288,7,1,5,7,3,2,4,4,2,2,3,2,2,4,2,1,2,3,1,3,1
0.9145292,0.9183166,2,1,3,4,3,3,4,2,2,2,3,3,3,4,3,2,3,2,2,3,2
0.9597225,1.1297133,5,1,3,6,3,3,4,1,2,4,4,2,4,4,3,1,3,2,2,4,2
1.0500209,0.5915114,99,1,4,6,2,2,4,2,2,3,3,2,5,4,4,2,2,3,2,3,2
1.0125592,0.7331464,6,1,5,3,2,2,4,2,2,2,4,3,2,4,2,1,1,2,2,3,2
0.9899942,1.7872459,3,3,14,12,3,3,4,4,4,3,3,3,4,4,3,3,3,4,3,3,2
1.1152655,0.989325,8,1,8,8,1,1,4,3,2,1,1,3,1,3,2,2,3,2,2,3,1
1.1031674,1.0773824,5,1,9,9,2,1,1,4,2,1,1,3,1,3,3,2,2,2,2,3,1
1.0192578,0.7197001,7,1,5,7,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,1
1.0679135,0.7714143,99,1,5,6,2,2,4,2,3,2,3,3,2,4,2,5,3,3,2,2,2
0.9305133,0.9090598,7,1,7,13,2,2,3,3,4,2,3,3,2,3,2,4,2,3,3,1,1
0.936287,0.6534243,99,1,5,13,4,3,3,2,2,4,4,2,4,5,3,1,4,3,2,2,3
1.0601817,0.9552668,7,1,9,13,2,1,3,3,1,1,2,3,1,4,3,2,1,2,2,2,2
0.9935136,0.9930446,10,1,9,9,2,2,2,4,3,2,3,3,2,4,2,2,3,3,1,3,2
1.0125813,0.5893577,3,1,4,3,4,3,4,1,2,1,4,2,4,4,2,3,4,3,1,3,1
1.1335257,0.9593781,99,1,8,6,2,1,4,3,2,2,3,3,2,4,1,2,2,3,2,2,2
0.9906348,1.0368379,0,1,3,3,4,4,4,3,3,4,4,1,4,4,4,1,4,1,1,4,2
1.0531296,1.0439143,8,1,9,7,2,1,3,4,3,1,2,4,1,4,2,2,2,3,1,4,2
0.936287,0.8985264,5,1,7,12,1,1,3,1,2,3,3,4,2,3,1,3,1,3,2,1,2
0.9568581,0.7452664,5,1,5,4,2,4,4,2,2,4,4,2,4,4,4,2,4,3,2,4,1
1.026355,0.8405328,5,1,5,6,4,3,4,2,3,3,3,2,2,3,2,3,3,2,2,2,1
0.9964878,1.0481437,5,1,9,9,1,1,2,4,3,1,2,4,1,1,4,1,4,1,2,4,2
0.9364753,0.6585491,5,1,5,4,4,2,2,2,2,3,3,1,2,2,5,2,2,1,2,2,2
