Poids,Poids1,nou1,r36a,r36ab,r36,q27_i1,q27_i2,q27_i3,q27_i16,q27_i13,n43_i4,n43_i5,n43_i6,nou10_i4,nou10_i2,q27_i8,q27_i17,q27_i14,q31,q32,nou10_i1,nou7
1.0361664,0.7562022,7,1,5,10,2,2,2,3,1,1,2,2,2,3,1,2,1,3,1,2,1
0.9744866,1.0446591,7,1,7,7,2,3,4,2,3,2,4,2,4,4,2,2,3,4,1,2,1
1.0453976,1.1598322,1,1,3,4,1,1,1,4,2,1,2,4,1,3,3,1,4,1,2,4,2
0.8737792,0.6543024,6,1,5,6,2,3,4,2,2,3,4,1,5,3,2,2,3,2,2,3,2
0.9919351,0.9842125,99,1,7,7,4,3,5,5,3,3,3,2,3,3,2,3,3,2,1,3,2
1.3703017,0.9572483,6,1,5,4,2,4,4,1,3,3,4,1,4,4,2,4,3,4,2,1,1
0.9544691,0.9288312,10,1,9,9,1,1,2,2,2,1,1,4,1,3,2,1,2,1,2,2,1
0.9744866,0.7596945,3,1,5,4,4,2,4,2,3,3,3,2,3,4,2,2,3,3,4,2,1
1.0499864,0.9890376,99,1,9,9,1,1,2,4,1,1,2,4,1,1,2,2,3,2,3,4,2
1.0565864,1.1581722,3,1,3,3,4,4,4,4,2,2,5,5,3,4,3,1,4,2,2,3,2
1.0188279,0.7752807,6,1,5,7,4,2,3,2,2,3,3,2,2,4,2,3,3,3,2,3,1
1.1188569,0.8139033,5,1,5,6,2,1,3,2,3,2,2,4,2,3,2,1,3,2,2,3,2
0.9069828,0.8561715,5,1,9,9,2,1,4,2,3,1,2,4,1,4,4,2,1,1,2,4,2
0.9364864,0.5584604,2,1,4,4,4,3,3,3,2,2,3,2,2,3,3,1,4,1,1,3,1
0.9930898,1.9374447,2,3,14,3,3,4,4,4,1,4,3,2,3,3,4,1,1,2,1,4,2
0.972346,0.9208356,99,1,9,9,1,1,4,1,3,1,2,4,2,4,2,1,1,1,1,2,2
1.0125592,1.8593875,99,3,14,4,1,1,4,1,2,2,3,2,3,4,3,1,3,3,2,3,2
0.982778,0.7928768,2,1,5,3,4,3,4,3,2,2,3,3,2,4,2,2,4,1,2,3,1
0.9967553,0.7781432,10,1,5,7,1,1,3,3,2,1,3,3,1,2,1,3,1,2,1,1,2
0.9646595,0.710656,3,1,5,4,4,2,2,3,1,1,2,3,2,2,3,2,3,4,1,2,2
1.0328144,0.9315433,8,1,9,7,2,1,3,4,2,1,1,3,2,3,2,2,2,3,1,3,2
1.0489923,0.7787883,6,1,5,6,4,3,3,3,3,3,3,2,4,4,3,3,5,3,2,3,1
0.9442639,1.0179425,5,1,7,12,4,3,4,3,3,3,4,2,3,4,2,3,3,2,1,2,1
0.9784043,0.9146365,5,1,6,4,2,2,4,3,2,2,2,2,2,4,2,2,2,2,2,3,1
0.918861,0.9041597,8,1,7,7,1,1,1,3,2,2,2,3,2,4,3,3,1,2,2,3,2
1.0441877,0.7713081,3,2,15,4,3,3,4,2,2,4,4,1,4,4,4,2,2,3,2,3,2
0.9744866,1.0446591,99,1,7,7,3,2,2,4,2,1,3,3,2,4,1,3,2,4,2,2,1
1.0188279,0.7752807,99,1,5,6,2,2,3,3,2,2,4,2,2,4,2,5,2,2,3,3,2
0.9113895,0.5308229,1,1,4,4,1,2,4,1,2,1,4,3,4,4,3,1,4,2,1,4,1
0.996555,0.6204169,3,1,4,4,4,4,4,2,1,3,3,1,4,4,4,2,4,2,1,3,2
0.9967553,1.1175429,2,1,3,4,1,2,4,3,1,3,4,2,3,4,3,1,2,2,1,4,1
1.071398,1.9916301,5,3,14,6,3,1,3,3,2,2,2,3,2,3,2,2,3,3,2,3,1
1.0049258,1.0255519,1,1,3,3,4,3,3,2,3,3,3,2,3,3,3,2,3,1,1,3,2
1.0027579,1.7692579,5,1,12,11,2,1,1,4,2,1,2,4,2,4,3,2,3,2,1,4,2
1.3327545,1.2409261,0,1,3,5,4,4,4,1,4,4,4,1,4,4,4,2,4,3,1,4,2
0.982778,0.9591975,5,1,8,8,3,2,3,3,2,2,2,3,2,3,3,2,3,3,1,3,2
0.9561491,1.7967479,99,3,14,3,2,1,3,3,1,4,3,2,3,4,3,1,2,2,2,4,2
1.0732721,1.2415727,6,1,3,6,2,2,2,2,2,1,3,3,2,3,1,2,2,3,2,2,1
1.0097407,0.7593027,8,1,5,8,2,2,4,2,1,2,5,2,2,2,2,2,2,3,1,3,2
0.9368164,1.8294868,99,3,14,12,3,2,3,3,2,2,3,3,2,4,3,2,3,3,3,3,1
1.0188279,1.6392809,8,1,11,7,2,1,3,3,2,2,3,4,1,4,1,3,2,4,1,2,1
1.0232494,0.9986413,8,1,9,9,2,1,4,2,1,1,2,3,1,4,2,4,1,4,3,1,1
0.9411491,1.7385005,99,1,16,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3
1.0546298,0.9581499,7,1,8,7,1,2,4,2,2,1,1,3,2,4,2,1,2,2,1,4,1
1.0347681,1.9562637,5,1,12,11,2,1,5,5,3,2,2,3,2,4,2,4,3,3,2,2,1
0.9139059,0.6780852,0,1,5,12,4,2,4,1,2,1,3,3,2,4,3,1,3,1,1,4,2
0.9550814,1.039111,5,1,3,12,1,1,4,4,3,1,4,2,1,2,4,3,1,1,2,4,2
0.989136,0.8934121,9,1,8,8,1,1,1,4,2,1,2,3,1,4,1,3,3,3,2,3,1
0.9419413,0.9777521,7,1,7,7,4,3,4,3,3,3,2,2,3,4,3,3,2,3,2,2,1
0.9682826,0.9907376,8,1,9,9,3,2,3,3,1,2,4,3,3,4,3,1,3,2,1,4,2
1.0209377,0.744144,6,1,5,7,5,2,3,3,2,2,3,2,2,3,2,2,3,3,1,5,1
1.0124656,1.0030499,1,1,3,3,4,4,4,1,2,2,4,1,4,4,4,1,4,1,1,4,2
0.9235314,1.0247784,9,1,7,7,1,1,2,4,2,1,1,4,1,4,2,2,1,2,2,2,1
0.9993774,1.7754048,6,1,13,4,1,4,3,1,2,3,1,2,3,2,4,2,2,3,3,2,2
1.0636669,1.9159023,0,3,14,3,4,3,4,2,2,1,3,2,4,4,4,1,4,1,1,4,2
1.0125592,0.7331464,5,1,5,4,4,3,4,1,2,3,4,2,3,4,3,3,3,2,2,3,1
1.0980872,1.0189763,4,1,9,9,2,2,3,2,2,1,2,2,2,2,3,2,2,3,2,2,2
0.91925,0.6908455,6,1,5,7,4,2,3,3,2,2,2,2,2,3,2,2,5,3,2,2,1
0.9183469,0.5923897,3,1,4,5,4,3,4,2,3,4,3,2,3,4,3,2,3,2,2,3,2
1.0326067,0.8607192,99,1,8,7,2,2,4,1,1,1,5,5,1,4,5,2,3,2,1,3,2
1.4732138,1.3388225,7,1,7,9,2,1,3,3,2,1,2,3,2,3,2,2,2,3,1,3,2
1.1134807,0.7637901,5,1,5,9,3,1,3,2,2,2,2,4,1,4,3,1,3,2,1,3,2
0.9616072,1.0336611,1,1,3,3,4,4,4,2,2,4,4,1,4,4,4,1,4,1,1,4,2
0.8753163,0.659377,9,1,5,7,1,1,5,2,3,1,2,3,2,4,2,4,3,4,2,1,1
0.9780254,1.0028478,7,1,7,6,1,2,4,3,2,3,4,2,1,3,2,3,3,4,2,2,1
1.0127628,1.061178,8,1,3,9,2,2,4,3,2,2,4,2,2,4,1,2,2,2,1,3,2
0.923717,0.9757493,9,1,9,9,1,1,4,2,1,1,1,4,1,4,4,2,2,2,1,3,2
1.4462405,1.4194,99,1,3,3,3,5,1,4,2,4,4,2,2,3,3,5,2,2,2,3,2
0.9898743,0.7163067,4,1,5,6,4,4,2,4,2,3,3,2,3,4,2,2,3,2,1,2,3
1.0498099,0.7303874,3,1,5,4,1,1,2,3,2,2,1,1,2,1,1,1,4,2,2,2,2
0.9798365,0.6718858,99,1,5,13,3,3,4,1,2,4,4,2,2,4,2,2,3,3,2,2,2
0.9294665,0.8209842,5,1,8,8,2,2,3,3,1,1,3,4,5,4,5,1,3,3,1,4,2
1.033722,0.9644803,99,1,9,9,1,1,1,4,1,1,1,4,1,4,4,1,4,2,1,4,2
0.9693925,0.669843,6,1,5,8,4,2,3,5,2,2,4,5,3,3,3,5,3,3,2,3,1
0.9961951,0.573553,99,1,4,3,1,2,1,4,2,1,2,2,4,4,3,1,4,1,1,1,2
1.0626799,0.5943518,0,1,2,5,4,4,4,4,3,1,4,4,4,4,3,1,4,1,1,4,2
0.9395086,0.542882,3,1,4,4,4,3,4,2,3,3,3,1,4,4,3,2,3,2,1,4,1
0.9467089,0.7790985,6,1,5,4,3,2,4,5,3,3,2,1,2,4,2,2,3,4,2,3,2
1.0948099,0.7431236,5,1,5,7,1,1,4,2,1,1,2,3,1,2,1,2,2,2,2,3,1
1.0410712,0.8482105,99,1,9,9,1,1,4,1,3,2,4,3,2,4,3,2,1,2,2,3,2
0.9878821,0.996463,6,1,9,12,2,1,4,2,2,1,2,4,2,4,3,1,2,3,1,3,2
1.1520826,0.87916,5,1,5,3,2,2,4,2,1,1,4,2,2,2,1,1,1,1,1,2,2
0.969677,0.8573163,8,1,8,7,2,1,3,3,2,1,2,2,1,4,2,1,2,2,2,2,1
0.9884458,0.8012034,3,1,5,4,4,4,4,1,3,4,4,1,4,4,2,4,3,4,1,2,1
1.0039381,1.0127395,6,1,7,7,2,4,4,2,4,4,4,2,3,3,2,1,2,1,1,3,2
0.9644656,1.7883223,99,3,14,9,2,1,4,2,2,1,3,4,2,4,2,2,1,2,1,4,2
0.9723843,1.0658658,1,1,3,4,4,2,4,3,3,1,2,2,2,4,4,1,3,1,1,4,2
0.879012,0.6865211,2,1,5,4,2,3,4,1,2,2,3,2,2,4,2,2,3,2,1,3,2
0.9723843,1.8822492,7,1,12,12,2,2,3,3,2,1,3,3,2,4,2,2,2,2,1,3,1
0.8848781,0.5108141,1,1,4,4,4,4,4,1,4,4,4,1,4,4,3,1,4,5,1,4,2
0.8683168,0.6034011,4,1,5,12,4,4,4,1,4,5,2,2,3,5,4,4,2,2,3,3,2
0.9880807,0.6211838,99,1,4,4,3,3,4,2,2,4,3,2,4,3,4,4,4,2,2,2,2
1.3399569,1.2951872,6,1,7,11,4,4,3,4,3,3,3,2,3,3,4,4,2,2,2,3,1
0.9095982,0.4887498,99,1,2,13,3,2,4,1,2,4,4,2,4,4,1,1,2,3,1,4,2
1.0193931,1.0932131,99,1,3,4,4,3,4,1,3,3,4,2,2,4,3,1,2,2,1,3,2
0.8649324,1.4923669,99,3,14,12,4,3,4,2,4,4,4,1,5,4,3,2,3,2,1,4,2
0.9963954,1.8244365,8,3,14,12,1,1,1,5,2,1,1,4,1,1,2,1,4,2,3,1,1
0.9465261,0.8636654,8,1,9,9,2,1,2,2,2,1,3,3,1,3,3,2,3,2,2,3,2
1.035666,0.956213,5,1,9,9,1,1,2,3,2,1,3,4,1,3,3,2,3,2,1,3,2
0.9442534,0.9794146,3,1,3,3,4,3,4,1,3,4,3,2,3,3,3,1,4,2,1,4,2
1.3381528,2.1196187,99,3,14,11,3,2,2,2,3,3,3,2,3,2,3,3,3,4,3,3,1
1.1186042,1.0059377,5,1,6,7,1,2,2,4,2,1,2,2,2,4,4,2,3,2,2,4,2
0.978601,1.1359618,4,1,3,4,4,4,4,2,2,3,3,1,4,4,2,2,1,3,1,3,1
1.1534705,0.7931282,7,1,5,13,4,2,4,1,1,3,3,2,2,2,2,3,3,2,2,2,2
1.0181267,1.041142,7,1,3,6,2,1,3,2,2,1,2,3,2,4,5,3,3,2,4,3,2
1.0095371,1.7616428,5,1,13,13,4,5,3,5,5,5,4,4,4,4,5,5,4,2,2,4,2
0.9978083,1.0194896,9,1,9,9,4,1,4,2,2,1,3,2,1,4,2,1,2,1,1,3,1
0.9941979,1.1241053,8,1,7,7,5,2,3,4,2,4,2,2,2,3,3,2,3,3,2,2,1
1.0188279,0.9379102,7,1,8,7,3,2,4,3,3,2,2,2,4,3,2,2,1,3,1,2,2
1.1152655,0.6571336,5,1,4,5,3,4,4,2,2,3,4,2,2,4,4,1,2,2,2,4,2
0.8452609,0.8924705,5,1,3,13,2,3,4,2,1,3,4,1,3,4,3,3,1,2,2,3,2
1.086344,1.0381128,10,1,9,9,1,1,2,3,1,1,2,4,1,3,2,2,2,4,1,1,1
0.8411733,0.639744,6,2,15,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
1.2168678,1.1521255,99,1,3,13,2,1,3,2,2,1,1,4,1,3,3,5,2,3,1,3,3
0.9802399,0.7533573,0,1,5,4,4,4,4,2,2,3,3,2,4,4,4,1,4,1,1,4,2
0.9908339,0.5846772,0,1,4,11,4,4,4,5,2,3,4,1,4,4,4,1,4,1,1,4,2
1.3513579,1.3517591,5,1,7,7,4,4,4,4,4,3,3,3,3,3,4,4,4,1,1,3,1
1.0695165,1.1191255,3,1,3,4,1,1,4,2,2,1,3,3,2,3,3,1,1,2,1,3,1
0.9721754,0.6330701,2,1,4,4,1,4,2,2,1,4,4,1,2,2,1,1,1,1,1,2,2
1.1152655,2.0740342,99,3,14,12,2,2,3,2,2,2,3,3,2,4,2,2,2,2,4,4,3
0.9682826,1.0486807,99,1,7,9,1,1,3,4,1,1,2,3,1,4,3,2,4,3,1,2,1
0.9930898,0.7639238,3,1,5,5,4,2,4,5,1,2,5,2,2,4,2,3,4,2,1,2,2
0.9967553,1.0700281,5,1,7,6,4,2,3,3,2,2,3,2,3,3,1,2,2,3,1,2,1
0.9313255,0.9375586,8,1,9,9,2,1,2,4,2,1,2,3,1,4,2,2,2,2,2,3,2
0.9760174,1.6617472,5,1,12,7,2,2,2,2,2,3,2,2,2,2,2,2,3,2,1,2,1
1.0354577,1.8522091,5,3,14,12,3,3,3,2,3,3,3,2,3,3,3,3,3,3,1,3,1
1.0572853,0.6645678,2,1,4,4,2,4,4,4,1,4,4,1,4,1,2,4,4,1,2,2,1
0.9744866,1.0446591,99,1,7,11,1,1,2,2,2,2,2,3,2,3,2,2,2,5,1,3,2
0.9873164,0.7498137,8,1,5,7,4,3,4,3,2,2,4,2,4,4,1,3,2,3,2,2,1
0.8974956,0.9530131,2,1,3,9,3,2,4,1,2,2,3,1,1,4,2,1,1,2,1,4,2
0.9962875,1.1496922,1,1,3,3,4,3,4,1,3,4,4,2,4,4,1,1,4,1,1,3,2
0.8932012,0.9833198,5,1,7,6,3,2,4,3,2,1,2,4,2,3,2,1,1,2,1,2,2
0.9939981,0.6517717,4,1,4,4,4,3,4,3,3,3,4,2,3,4,3,1,3,2,1,5,2
0.9880807,1.0042783,8,1,9,9,1,1,1,4,1,1,2,4,2,5,1,3,2,3,2,2,1
1.0183314,0.5871043,99,1,4,4,5,5,4,1,1,4,4,2,5,4,5,1,2,2,1,5,1
1.0356979,0.9084762,7,1,8,7,2,2,4,3,2,3,4,3,2,4,2,3,2,3,1,2,2
0.8711714,0.8053366,5,1,9,9,2,1,4,1,1,3,2,2,2,2,2,2,4,1,1,4,1
0.9861222,0.7229545,99,1,5,13,2,2,3,2,2,2,3,3,2,3,2,2,2,2,2,2,2
1.0190327,0.9106138,5,1,6,12,4,3,3,4,2,2,4,2,3,2,2,2,3,1,2,4,2
0.8897585,0.9325621,8,1,7,13,1,1,4,2,2,1,2,4,1,3,5,2,1,4,4,3,3
1.0127628,0.5937458,5,1,4,4,3,4,4,4,2,4,4,1,4,4,3,2,3,2,1,4,1
0.936287,0.9384257,99,1,3,13,3,5,4,2,5,5,3,3,2,4,2,5,3,5,2,2,1
0.8795698,1.0295436,3,1,3,4,4,3,4,1,3,3,4,2,3,4,4,1,4,2,1,3,2
1.1080949,0.8900975,5,1,5,4,4,3,2,3,3,3,3,2,2,4,2,2,2,2,1,2,1
1.0764312,0.9527658,9,1,9,9,1,2,4,1,2,2,5,2,2,4,2,2,2,2,1,2,1
1.0404634,0.8486447,5,1,5,4,2,2,4,2,2,2,3,3,3,4,4,2,1,3,1,4,2
0.8991504,0.6694185,99,1,5,4,4,2,4,3,3,1,3,2,1,4,4,1,3,3,2,3,2
0.9881884,1.0234213,3,1,3,4,4,2,4,2,2,3,4,2,3,4,4,2,2,2,4,3,2
0.9675895,0.9377953,7,1,9,7,1,1,1,3,1,1,1,4,1,4,1,1,1,1,2,1,2
1.0716033,0.8643808,3,1,5,4,2,1,4,2,1,2,3,4,2,4,2,1,2,2,1,3,1
0.9815928,0.9314965,10,1,8,7,1,1,4,1,1,2,1,4,3,1,1,1,1,1,1,1,2
0.9800428,0.7474946,5,1,5,4,4,3,3,2,1,2,3,2,2,3,2,2,1,3,2,2,1
0.9719698,0.99259,9,1,7,7,3,2,4,2,2,1,2,3,2,4,1,2,1,4,2,1,1
0.9744866,0.7596945,7,1,5,6,2,2,2,3,3,2,2,3,2,3,2,2,2,3,2,3,1
0.9458172,1.0104886,7,1,7,7,4,1,2,4,2,1,2,4,1,4,1,3,2,4,2,2,1
0.969677,1.7972893,8,3,14,7,2,1,2,4,2,1,1,4,2,2,1,4,3,2,1,2,1
1.0417395,1.8962312,0,3,14,12,1,1,3,3,4,4,1,2,3,4,4,4,3,4,3,4,2
0.9400982,0.7000757,2,1,5,4,4,4,4,2,2,3,4,2,4,4,4,2,4,3,1,3,1
0.8825805,0.8882411,1,1,3,3,4,3,4,1,2,2,3,2,4,4,4,1,4,1,1,4,2
1.0784453,1.7986611,10,3,14,9,4,1,4,3,4,4,3,4,1,4,4,4,2,2,1,2,1
1.3396876,1.0459893,5,2,15,6,3,3,3,2,2,2,3,4,3,1,2,2,2,2,2,2,2
1.1101581,1.9906031,7,3,14,4,1,1,3,4,1,1,3,4,1,4,3,1,3,2,3,4,2
0.9190457,0.9517154,0,1,3,5,3,4,4,1,2,4,4,1,4,4,3,1,4,1,1,4,2
1.0192578,1.8252856,99,1,16,14,2,1,4,3,3,1,3,4,2,4,2,1,2,1,1,3,2
1.0095371,0.9975697,99,1,3,7,2,3,4,5,3,3,4,2,2,4,2,3,3,3,2,3,3
0.9941811,0.9605187,99,1,9,9,1,1,2,4,1,1,1,4,1,2,1,2,2,4,3,1,1
0.9806578,1.964463,7,1,12,7,2,2,4,2,2,2,4,2,4,4,1,2,2,3,2,1,1
1.0598625,1.1125666,7,1,9,9,2,1,2,3,1,1,1,4,1,3,2,2,2,3,2,3,1
1.0274966,1.112657,8,1,7,7,2,2,2,3,2,2,3,2,2,3,3,3,2,2,1,2,2
1.056374,1.1003003,7,1,7,7,3,1,3,4,2,2,2,3,1,4,2,3,3,3,2,2,1
0.968088,0.7566844,7,1,5,12,5,1,5,3,3,2,2,4,5,3,5,3,2,2,2,5,1
0.9744866,1.0446591,8,1,7,7,2,2,2,4,2,1,2,3,2,4,1,3,2,3,2,2,1
0.9723843,0.7421606,5,1,5,13,4,3,4,2,2,2,3,2,3,4,2,3,2,4,2,2,2
0.9908339,0.9452575,8,1,9,7,3,1,2,2,2,1,3,3,1,4,2,2,2,3,1,3,1
1.1257557,0.9199197,4,1,5,4,4,3,4,2,2,3,4,2,4,4,2,3,2,2,2,3,1
1.0581292,1.0152024,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2
0.9849337,0.879145,5,1,8,6,2,2,5,5,2,2,3,3,2,4,4,5,3,5,4,5,3
0.9744866,1.0446591,9,1,7,7,1,1,1,4,2,1,1,3,1,4,2,1,2,2,1,2,2
0.9744866,0.7596945,6,1,5,4,4,3,1,2,2,2,4,1,4,3,3,3,3,3,2,2,1
0.945076,0.881291,99,1,8,8,3,4,4,2,3,4,4,2,3,4,5,2,4,5,4,2,3
0.894637,1.5820802,2,1,12,13,3,4,3,3,4,4,5,4,4,3,3,4,4,4,1,4,2
0.909781,0.6753696,99,1,5,13,4,3,4,1,2,3,3,3,3,3,4,2,3,4,2,3,2
0.8452609,0.8073098,10,1,9,13,1,1,4,1,1,1,1,2,1,4,2,2,1,3,1,2,2
1.0624663,0.8085608,99,1,5,4,2,2,2,2,2,3,2,3,2,3,3,5,2,3,1,2,2
0.8825805,0.8882411,0,1,3,3,4,4,4,2,2,2,4,2,4,4,4,1,4,1,1,4,2
1.0031106,0.9825207,9,1,9,7,3,1,4,3,2,1,2,3,3,4,3,1,2,3,2,4,2
0.9825804,1.0818036,5,1,7,7,1,2,4,1,2,3,4,2,2,4,3,2,3,3,2,2,1
0.9778288,0.9950436,8,1,7,7,4,1,3,1,1,1,1,4,2,4,1,3,2,4,2,1,1
1.0380849,1.1005846,5,1,3,9,2,1,2,5,2,1,4,2,1,2,2,1,2,2,1,4,2
0.9550814,0.9949309,7,1,7,7,1,2,4,1,2,1,2,2,2,4,3,2,2,2,2,3,2
1.0287199,1.0423414,8,1,7,7,2,1,3,3,2,2,2,2,2,4,1,3,2,4,1,2,2
1.054417,1.8375283,99,3,14,13,2,1,4,4,2,1,3,3,1,3,3,2,3,1,1,3,2
0.9962875,0.8005288,6,1,5,4,4,4,2,4,3,4,4,1,4,4,2,2,3,2,2,4,2
1.0460718,0.9660758,10,1,9,9,1,1,2,4,2,1,1,4,1,4,3,1,3,2,1,4,2
1.0499864,0.7613105,5,1,5,4,3,3,4,2,2,3,3,3,3,3,3,3,2,2,1,2,1
1.0176038,1.0811797,99,1,7,8,2,1,2,4,2,1,3,4,1,4,2,2,2,3,1,2,2
1.0359062,1.086948,3,1,3,3,4,3,4,1,2,3,4,2,3,4,4,2,3,2,1,4,2
0.9778288,0.7236133,5,1,5,7,1,1,4,1,2,1,2,3,2,3,2,1,2,5,1,3,1
0.9939981,1.1648852,5,1,3,4,4,3,4,2,2,3,3,2,3,4,2,1,3,1,1,3,2
1.0016576,0.9113018,10,1,9,9,1,1,1,4,1,1,1,1,2,4,4,1,4,3,1,3,1
0.9698348,0.6734827,3,1,5,4,4,4,4,2,3,3,4,3,3,4,4,1,4,2,1,4,2
1.1152655,2.0740342,99,3,14,9,2,2,4,2,2,1,2,4,1,2,2,2,3,2,1,4,2
0.9217243,1.0089781,8,1,7,7,4,1,4,2,3,1,3,4,1,4,2,4,2,4,2,1,1
0.8342186,0.5981129,5,1,5,6,1,1,4,4,1,1,3,3,2,4,2,2,2,3,2,3,1
1.0356979,0.5477082,5,1,2,7,2,1,4,2,2,2,5,5,2,4,2,2,2,3,2,4,2
0.9827697,0.9212945,8,1,9,7,3,3,4,2,2,3,3,2,3,4,3,2,2,3,2,3,2
0.993314,0.6094553,99,1,4,4,4,4,4,2,4,4,4,1,4,4,4,2,4,2,2,2,1
0.9051995,1.5632253,99,3,14,13,5,3,4,2,3,4,4,2,5,4,5,3,2,3,3,5,1
1.054417,0.9412517,5,1,9,9,2,1,3,3,2,1,3,3,1,2,3,1,2,2,2,2,1
0.9725798,0.8616372,6,1,1,1,1,1,1,1,2,2,2,4,3,3,3,1,3,2,1,3,1
1.0425724,1.7482293,5,3,14,9,1,1,3,4,3,2,4,4,2,3,3,2,4,4,2,4,1
0.9291049,0.6608458,1,1,5,4,4,4,1,4,1,4,1,1,4,4,4,1,4,1,3,4,2
0.936287,0.525064,3,1,4,13,4,4,4,1,3,4,4,1,4,2,4,1,4,1,1,2,2
0.8875076,1.6384106,99,1,13,12,3,2,4,2,2,3,3,2,2,4,3,2,3,2,2,3,2
0.9597764,0.8594759,6,1,8,9,2,1,3,3,2,1,2,3,2,4,3,2,2,3,2,3,1
0.8869581,0.6630198,3,1,5,4,4,2,4,2,2,1,3,3,2,4,4,1,4,2,2,4,1
0.9439665,0.581386,2,1,4,5,4,4,4,2,4,5,4,1,4,4,3,2,4,1,1,4,2
0.9962875,0.8005288,6,1,5,7,1,1,4,1,1,1,1,4,1,1,3,1,2,1,1,4,1
0.9642465,0.7663811,5,1,5,4,4,5,5,4,2,5,3,2,2,4,2,3,5,3,1,2,1
1.0258988,1.112497,8,1,7,4,3,1,4,2,2,2,2,3,1,4,2,3,2,4,2,2,1
1.0346602,0.8912113,10,1,9,9,1,1,4,1,4,4,1,4,1,4,4,1,4,1,1,4,2
0.9467089,1.0713416,9,1,7,13,2,1,2,4,2,1,2,3,1,4,1,3,2,4,2,2,1
0.9712064,0.6477509,99,1,5,7,3,3,4,1,3,3,4,2,3,4,3,3,3,3,2,3,2
0.9693925,0.669843,4,1,5,4,2,5,3,3,2,5,3,5,5,4,2,3,5,2,2,2,1
0.8464529,1.518527,99,1,16,13,2,3,4,2,2,3,3,2,2,4,3,3,2,3,4,4,3
0.9360124,0.8023808,99,1,9,13,1,1,3,2,2,3,3,3,1,5,2,1,1,3,2,4,1
1.0458615,0.5929039,99,1,4,5,2,2,4,1,2,2,3,5,2,3,4,2,4,2,1,4,2
1.0188279,1.9662476,3,3,14,12,2,2,2,4,2,2,5,5,3,3,2,2,2,4,2,2,2
0.9849337,1.043669,99,1,3,3,2,1,4,1,1,1,2,3,2,4,2,2,1,1,1,3,2
0.9519936,0.6258286,10,1,5,6,1,4,4,1,1,1,1,1,1,1,3,1,1,3,2,1,1
0.904717,0.7078904,5,1,5,4,4,2,4,1,3,3,4,2,2,4,1,1,1,4,2,3,1
0.946272,0.5524887,2,1,4,3,4,3,3,2,2,3,3,2,3,3,3,1,2,1,2,4,2
0.9571338,0.5047982,5,1,2,4,1,2,4,2,2,3,4,2,1,2,2,2,2,2,2,1,1
1.2739922,1.2718518,8,1,7,7,1,1,1,2,1,1,1,2,1,2,1,2,1,4,3,2,1
1.3644105,0.8967124,5,1,5,4,2,1,3,2,1,3,1,3,2,4,2,1,1,2,1,3,1
0.8964668,0.8721301,7,1,7,6,3,2,3,5,3,2,2,2,2,3,5,3,2,2,2,3,2
0.9941979,1.1740215,2,1,3,3,4,4,4,2,3,4,4,1,4,4,3,2,3,1,1,4,2
0.9899942,1.7872459,5,3,14,13,4,4,4,4,4,3,3,4,3,4,2,4,3,3,3,4,2
0.9873164,1.9016588,5,1,16,6,2,2,4,1,2,1,3,3,2,4,3,3,2,2,1,3,2
0.9908339,0.7276109,8,1,5,7,1,1,3,2,2,1,3,3,5,3,1,3,2,4,2,2,1
0.9886964,0.9234408,7,1,9,9,1,1,3,2,2,1,2,4,2,3,4,2,3,3,1,2,2
1.0801702,1.1303432,2,1,3,12,2,4,4,2,4,2,4,2,3,3,2,2,3,3,1,3,1
0.9442804,0.9644517,5,1,7,6,1,2,4,2,1,2,2,3,1,2,2,2,1,3,2,2,1
1.0610924,1.1156943,5,1,9,8,1,1,2,3,1,1,2,4,2,4,2,1,3,2,1,4,2
1.0187398,1.0354494,99,1,3,3,3,3,2,3,3,3,3,2,3,4,4,1,4,2,2,4,2
1.0328144,0.9315433,7,1,9,9,1,1,1,4,2,1,1,4,1,1,3,1,2,3,3,1,2
0.9340678,0.9080427,9,1,7,7,2,5,5,3,5,5,4,5,3,3,2,5,5,4,3,2,1
0.9188603,0.6062142,6,1,5,7,4,3,4,4,3,5,3,4,5,3,3,3,3,3,2,5,2
1.1032143,1.166434,99,1,7,7,5,5,5,4,2,1,5,3,2,5,1,5,3,4,4,2,1
0.9095982,0.6701139,5,1,5,4,3,3,3,3,3,4,2,3,3,3,2,3,3,2,2,3,2
0.8918399,0.8824834,99,1,8,7,2,2,5,2,2,2,3,3,1,4,3,2,3,2,2,4,2
0.9928902,0.757979,3,1,5,4,5,2,3,5,2,2,5,5,5,4,3,2,4,2,1,4,2
1.0366631,1.9769096,6,1,12,11,3,5,2,5,3,5,3,2,5,4,2,2,3,3,2,3,1
0.978601,1.0876638,7,1,7,7,3,2,3,3,3,1,4,3,4,4,1,3,2,4,2,2,2
0.9150811,1.6205001,5,3,14,12,4,2,4,2,2,2,3,3,2,3,2,1,1,2,1,2,2
0.9939,1.0102718,5,1,7,4,4,4,1,4,1,3,4,2,3,2,4,3,1,3,2,2,1
0.9939981,1.0537302,9,1,9,9,1,1,1,4,2,1,2,4,1,2,1,1,2,4,1,2,1
1.0027708,1.7500263,8,3,14,7,1,1,3,4,2,1,1,4,1,4,4,4,2,4,2,4,1
