pays,poids1,nou1,v0t1,t12022,r36b,q27_i2,q27_i22,q27_i31,q27_i32,q27_i8,q27_i14,q27_i23,q31bv15_i4
1,1.087642,2.0,1.0,4.0,3.0,,3.0,2.0,3.0,2.0,3.0,2.0,1.0
1,1.168191,2.0,1.0,4.0,3.0,4.0,3.0,4.0,1.0,2.0,4.0,1.0,1.0
1,0.6200203,9.0,1.0,11.0,9.0,3.0,2.0,3.0,1.0,2.0,1.0,4.0,2.0
1,0.6310554,2.0,1.0,3.0,4.0,2.0,3.0,1.0,4.0,4.0,3.0,2.0,1.0
1,0.7211729,7.0,1.0,8.0,8.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0
1,0.7854585,8.0,1.0,11.0,9.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0
1,0.8128055,8.0,1.0,11.0,7.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0
1,0.8396835,8.0,1.0,11.0,9.0,1.0,4.0,2.0,3.0,1.0,1.0,2.0,3.0
1,0.8491326,,1.0,6.0,12.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,1.0
1,0.8943083,8.0,1.0,11.0,9.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0
1,0.9150316,7.0,2.0,,9.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0
1,1.2605731,10.0,1.0,10.0,9.0,1.0,2.0,1.0,4.0,4.0,2.0,4.0,3.0
1,2.0563581,99.0,1.0,13.0,12.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0
1,2.3681602,5.0,1.0,13.0,12.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0
1,0.6147313,9.0,1.0,11.0,9.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0
1,0.6500503,8.0,2.0,,,,,,,,,,3.0
1,0.6845508,7.0,1.0,6.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
1,0.6864694,9.0,1.0,11.0,9.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0
1,0.8977178,8.0,1.0,10.0,7.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,2.0
1,0.9811512,3.0,1.0,7.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0
1,1.0938997,2.0,2.0,,,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
1,1.1941143,99.0,1.0,4.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,1.1986377,99.0,3.0,,13.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0
1,1.2045081,3.0,1.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0
1,1.4616441,99.0,1.0,13.0,,1.0,1.0,1.0,,2.0,2.0,4.0,3.0
1,0.8179057,6.0,1.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.8179057,7.0,1.0,7.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0
1,1.0499398,3.0,1.0,4.0,,1.0,1.0,4.0,2.0,3.0,2.0,3.0,1.0
1,0.7117748,6.0,1.0,11.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,0.8179057,5.0,1.0,7.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
1,0.8179057,7.0,1.0,7.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
1,1.0463266,7.0,1.0,7.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
1,1.0654497,7.0,1.0,7.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0
1,1.1582378,6.0,1.0,7.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
1,1.3645779,6.0,1.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.4806402,99.0,1.0,2.0,,3.0,4.0,1.0,3.0,2.0,3.0,3.0,1.0
1,0.5553955,2.0,1.0,3.0,,4.0,4.0,4.0,3.0,4.0,4.0,2.0,1.0
1,0.6499371,4.0,1.0,3.0,3.0,1.0,4.0,1.0,4.0,4.0,3.0,2.0,
1,0.5738224,6.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0
1,0.4800791,2.0,1.0,3.0,4.0,1.0,4.0,1.0,4.0,4.0,2.0,4.0,2.0
1,0.5026795,3.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0
1,0.5120294,6.0,1.0,9.0,7.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0
1,0.5432457,,1.0,5.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0
1,0.5492423,4.0,1.0,9.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,1.0
1,0.5648639,99.0,1.0,6.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0
1,0.5828331,99.0,1.0,12.0,6.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0
1,0.5872146,5.0,1.0,11.0,9.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0
1,0.6111988,6.0,1.0,8.0,7.0,1.0,4.0,1.0,3.0,3.0,2.0,3.0,1.0
1,0.6411125,10.0,1.0,11.0,9.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0
1,0.6527793,5.0,1.0,11.0,9.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,2.0
1,0.6547221,9.0,1.0,11.0,9.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0
1,0.655559,10.0,1.0,10.0,9.0,1.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0
1,0.6639202,6.0,1.0,11.0,,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0
1,0.6647097,5.0,1.0,11.0,9.0,1.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0
1,0.6825889,6.0,1.0,8.0,7.0,1.0,4.0,1.0,4.0,2.0,2.0,3.0,2.0
1,0.6885853,3.0,2.0,,,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0
1,0.6925091,99.0,1.0,7.0,5.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0
1,0.6988589,5.0,1.0,11.0,8.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0,2.0
1,0.6996943,99.0,1.0,12.0,,1.0,3.0,1.0,4.0,3.0,3.0,4.0,3.0
1,0.7144279,99.0,1.0,11.0,9.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0
1,0.7261137,10.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0
1,0.7347985,99.0,1.0,11.0,9.0,1.0,2.0,1.0,4.0,3.0,2.0,2.0,1.0
1,0.7394453,7.0,1.0,9.0,8.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0
1,0.7950714,5.0,1.0,8.0,7.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0
1,0.8052074,5.0,1.0,7.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0
1,0.8110909,3.0,1.0,6.0,4.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0
1,0.848353,3.0,1.0,6.0,12.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0
1,0.8689024,7.0,1.0,7.0,5.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0
1,0.9582349,8.0,1.0,10.0,7.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0
1,0.9681723,3.0,1.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,1.0
1,1.0453452,4.0,1.0,4.0,3.0,4.0,4.0,4.0,1.0,3.0,2.0,2.0,2.0
1,1.0650334,3.0,1.0,4.0,3.0,2.0,4.0,2.0,,3.0,2.0,2.0,1.0
1,1.1221541,2.0,1.0,4.0,,4.0,2.0,4.0,1.0,,4.0,1.0,1.0
1,1.1237522,10.0,1.0,10.0,9.0,1.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0
1,1.1270734,7.0,1.0,11.0,9.0,2.0,1.0,1.0,3.0,3.0,2.0,4.0,3.0
1,1.2218555,99.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
1,1.2470005,99.0,3.0,,,2.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0
1,1.2696931,99.0,3.0,,12.0,2.0,4.0,1.0,4.0,4.0,3.0,4.0,1.0
1,1.2808332,5.0,1.0,4.0,12.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0
1,1.3318434,4.0,3.0,,,3.0,4.0,3.0,2.0,2.0,3.0,3.0,1.0
1,1.3923788,2.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0
1,1.4045112,7.0,1.0,7.0,7.0,2.0,,2.0,,2.0,2.0,,2.0
1,1.432789,5.0,1.0,12.0,6.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0
1,1.6570929,2.0,1.0,4.0,3.0,4.0,3.0,4.0,1.0,4.0,3.0,1.0,1.0
1,1.8208152,99.0,1.0,14.0,,3.0,3.0,1.0,4.0,3.0,2.0,3.0,2.0
1,1.8355488,7.0,1.0,14.0,13.0,1.0,2.0,1.0,3.0,1.0,3.0,4.0,3.0
1,1.8697432,99.0,3.0,,,2.0,3.0,,3.0,,2.0,2.0,1.0
1,1.9040195,5.0,1.0,13.0,12.0,3.0,2.0,3.0,4.0,3.0,1.0,2.0,1.0
1,2.0168898,3.0,3.0,,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0
1,2.1074903,4.0,3.0,,,2.0,4.0,2.0,3.0,1.0,3.0,2.0,1.0
1,2.1116264,4.0,1.0,13.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0
1,2.291028,2.0,1.0,13.0,12.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0
1,2.3239663,1.0,3.0,,,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0
1,0.4287344,99.0,1.0,11.0,9.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0
1,0.4487702,8.0,1.0,8.0,9.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0
1,0.4525505,8.0,1.0,11.0,9.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0
1,0.4951075,10.0,1.0,11.0,9.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0
1,0.4982782,6.0,1.0,8.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,0.601241,99.0,1.0,8.0,7.0,1.0,4.0,1.0,4.0,1.0,1.0,4.0,2.0
1,0.6895211,99.0,1.0,11.0,12.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
1,0.8465768,5.0,1.0,6.0,,3.0,4.0,1.0,4.0,2.0,3.0,1.0,1.0
1,1.0444307,7.0,1.0,11.0,9.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0
1,1.2206671,5.0,1.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0
1,1.2318542,4.0,1.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,1.0
1,1.2482179,1.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0
1,1.2814054,1.0,1.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0
1,1.3825237,99.0,1.0,13.0,12.0,1.0,2.0,1.0,4.0,3.0,2.0,4.0,4.0
1,1.4840895,4.0,1.0,4.0,5.0,1.0,4.0,1.0,4.0,4.0,1.0,2.0,2.0
1,1.938818,99.0,1.0,13.0,12.0,,3.0,3.0,3.0,3.0,4.0,4.0,3.0
1,1.9762151,6.0,1.0,14.0,13.0,2.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0
1,0.5659816,7.0,1.0,8.0,3.0,4.0,2.0,4.0,1.0,4.0,2.0,2.0,1.0
1,1.5254192,5.0,1.0,7.0,5.0,1.0,4.0,1.0,3.0,4.0,1.0,2.0,1.0
1,0.8810709,8.0,1.0,10.0,7.0,1.0,1.0,1.0,1.0,,2.0,,
1,0.4870911,99.0,1.0,8.0,9.0,1.0,1.0,3.0,4.0,2.0,1.0,3.0,1.0
1,0.5222158,99.0,1.0,12.0,11.0,1.0,3.0,1.0,4.0,3.0,3.0,4.0,3.0
1,0.5306131,7.0,1.0,11.0,6.0,1.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0
1,0.6225369,4.0,1.0,8.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0
1,0.6428967,6.0,1.0,11.0,9.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0
1,0.774125,7.0,1.0,8.0,7.0,1.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0
1,0.7950714,8.0,1.0,8.0,9.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0
1,0.8289987,8.0,1.0,11.0,,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0
1,0.8545806,7.0,1.0,7.0,12.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0
1,0.8714288,99.0,2.0,,7.0,,,2.0,,,1.0,,
1,0.9114123,5.0,1.0,10.0,9.0,1.0,2.0,1.0,4.0,1.0,3.0,3.0,3.0
1,0.9329436,99.0,1.0,10.0,,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0
1,0.9869758,9.0,1.0,10.0,9.0,1.0,2.0,1.0,4.0,4.0,1.0,4.0,3.0
1,1.0126061,8.0,1.0,10.0,9.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0
1,1.0321429,4.0,1.0,7.0,5.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0
1,1.0384747,9.0,1.0,10.0,5.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,2.0
1,1.0513868,4.0,2.0,,,3.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0
1,1.0683739,99.0,1.0,12.0,6.0,2.0,2.0,2.0,3.0,3.0,2.0,,2.0
1,1.3138994,5.0,1.0,14.0,,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0
1,1.4562622,4.0,1.0,4.0,,3.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0
1,1.4638449,4.0,1.0,4.0,,1.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0
1,0.3308027,0.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,1.0,1.0
1,0.3799481,,1.0,2.0,2.0,2.0,2.0,2.0,,3.0,2.0,2.0,1.0
1,0.3923196,99.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0
1,0.420962,3.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0
1,0.4436958,7.0,1.0,11.0,9.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0
1,0.4907913,8.0,1.0,8.0,7.0,1.0,2.0,1.0,4.0,1.0,2.0,4.0,4.0
1,0.4993673,7.0,1.0,11.0,9.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0
1,0.4994058,9.0,1.0,11.0,9.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0
1,0.5177826,8.0,1.0,8.0,7.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0
1,0.5449035,99.0,1.0,11.0,9.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0
1,0.5655025,4.0,1.0,3.0,6.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0
1,0.5662457,8.0,1.0,11.0,9.0,1.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0
1,0.5703911,8.0,1.0,7.0,5.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,3.0
1,0.570708,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,0.5802542,8.0,1.0,11.0,9.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0
1,0.5939717,9.0,1.0,11.0,9.0,1.0,3.0,1.0,4.0,3.0,2.0,3.0,2.0
1,0.5939717,8.0,1.0,11.0,9.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0
1,0.5974435,5.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0
1,0.6004524,99.0,1.0,12.0,6.0,1.0,4.0,1.0,4.0,4.0,,,1.0
1,0.6037445,10.0,1.0,11.0,9.0,1.0,3.0,1.0,4.0,2.0,2.0,3.0,3.0
1,0.6069844,6.0,1.0,11.0,9.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0
1,0.6129679,99.0,1.0,11.0,9.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0
1,0.6166358,7.0,1.0,8.0,7.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0
1,0.6255243,5.0,1.0,5.0,,,,,,3.0,,,
1,0.6262736,6.0,1.0,7.0,5.0,2.0,3.0,1.0,4.0,2.0,1.0,3.0,3.0
1,0.6408576,8.0,1.0,11.0,9.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0
1,0.6422476,99.0,1.0,12.0,6.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0
1,0.6463056,8.0,1.0,10.0,9.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0
1,0.6524876,5.0,1.0,7.0,5.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0
1,0.6606701,7.0,1.0,9.0,8.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0
1,0.6673042,7.0,1.0,11.0,9.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0
1,0.6696495,4.0,1.0,5.0,4.0,,,2.0,3.0,3.0,2.0,2.0,2.0
1,0.6898548,5.0,1.0,6.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0
1,0.6942616,5.0,1.0,11.0,9.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0
1,0.7160066,99.0,1.0,11.0,,1.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0
1,0.7318614,2.0,1.0,6.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0
1,0.7448328,8.0,1.0,8.0,7.0,1.0,3.0,1.0,4.0,2.0,1.0,3.0,3.0
1,0.7463611,9.0,1.0,10.0,3.0,1.0,3.0,1.0,4.0,4.0,2.0,4.0,2.0
1,0.7713608,7.0,1.0,11.0,8.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0
1,0.7865297,5.0,2.0,,12.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,2.0
1,0.7906482,5.0,1.0,4.0,3.0,4.0,4.0,3.0,1.0,4.0,4.0,1.0,1.0
1,0.7955558,5.0,1.0,7.0,5.0,2.0,,2.0,3.0,,,3.0,2.0
1,0.8070077,4.0,1.0,12.0,6.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0
1,0.8079316,5.0,1.0,10.0,9.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0
1,0.8119395,8.0,1.0,8.0,7.0,1.0,2.0,1.0,4.0,2.0,2.0,4.0,2.0
1,0.8199237,6.0,1.0,7.0,5.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0
1,0.8249394,99.0,1.0,11.0,9.0,1.0,3.0,1.0,3.0,3.0,1.0,4.0,2.0
1,0.8401243,4.0,1.0,7.0,5.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0
1,0.8457389,2.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0
1,0.8500509,7.0,1.0,8.0,7.0,2.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0
1,0.8514125,7.0,1.0,9.0,8.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0
1,0.852128,10.0,1.0,10.0,9.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,3.0
1,0.8581182,6.0,1.0,7.0,5.0,2.0,4.0,3.0,3.0,1.0,2.0,3.0,2.0
1,0.8611295,5.0,1.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0
1,0.8774471,5.0,1.0,7.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0
1,0.8933695,99.0,1.0,11.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
1,0.8943083,99.0,1.0,11.0,9.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0
1,0.8999639,9.0,1.0,9.0,8.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0
1,0.9006559,8.0,1.0,12.0,9.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,2.0
1,0.9201999,5.0,2.0,,,2.0,,,,1.0,,,2.0
1,0.9485267,1.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,1.0
1,0.9517029,6.0,1.0,7.0,5.0,2.0,4.0,2.0,3.0,4.0,3.0,1.0,2.0
1,0.9728539,6.0,1.0,4.0,6.0,,,,3.0,4.0,3.0,,
1,0.9964165,5.0,1.0,7.0,5.0,2.0,1.0,3.0,,3.0,2.0,4.0,2.0
1,1.0048808,2.0,1.0,4.0,3.0,,2.0,2.0,2.0,3.0,2.0,1.0,1.0
1,1.0068241,6.0,1.0,7.0,5.0,2.0,,2.0,,2.0,2.0,3.0,1.0
1,1.0179149,3.0,1.0,7.0,5.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0
1,1.0228407,6.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,4.0
1,1.0604881,3.0,1.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,2.0
1,1.1894494,99.0,1.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0
1,1.2218555,1.0,1.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,1.0,1.0
1,1.2808332,4.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0
1,1.2887968,4.0,1.0,4.0,3.0,1.0,2.0,1.0,4.0,3.0,4.0,3.0,2.0
1,1.3651283,5.0,3.0,,,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0
1,1.3651968,3.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0
1,1.3915012,1.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,,2.0,1.0
1,1.4171463,5.0,1.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0
1,1.4521255,4.0,3.0,,,1.0,1.0,1.0,4.0,3.0,3.0,3.0,1.0
1,1.6225506,4.0,1.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,1.0
1,1.7012068,99.0,1.0,13.0,12.0,3.0,3.0,,3.0,3.0,3.0,3.0,2.0
1,1.745558,1.0,1.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,1.0,1.0
1,1.9574431,99.0,1.0,14.0,12.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0
1,2.0083153,99.0,1.0,,,1.0,1.0,1.0,4.0,3.0,1.0,3.0,
1,2.095665,9.0,3.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,2.2853973,5.0,3.0,,,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0
1,0.3224955,1.0,1.0,2.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,1.0
1,0.5709796,99.0,1.0,11.0,9.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0
1,0.5935312,7.0,1.0,9.0,,1.0,1.0,2.0,3.0,3.0,1.0,4.0,2.0
1,0.6144323,99.0,1.0,6.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0
1,0.6429709,7.0,1.0,11.0,9.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,3.0
1,0.8053071,6.0,1.0,9.0,8.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0
1,0.9957276,2.0,1.0,6.0,12.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,1.0
1,1.1463511,99.0,1.0,7.0,5.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,1.0
1,1.3817953,8.0,2.0,,,2.0,3.0,1.0,4.0,3.0,2.0,3.0,2.0
1,1.5302584,4.0,1.0,4.0,12.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0
1,2.2561691,99.0,3.0,,,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0
1,1.8112935,99.0,3.0,,,1.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0
1,0.5322528,5.0,1.0,11.0,9.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,
1,0.5462506,7.0,1.0,11.0,9.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
1,0.7400165,5.0,1.0,12.0,6.0,2.0,3.0,2.0,3.0,4.0,,1.0,1.0
1,2.0168898,5.0,1.0,13.0,12.0,,2.0,,3.0,,2.0,,1.0
1,0.4287675,4.0,1.0,11.0,9.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0
1,0.8683733,7.0,1.0,8.0,7.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0
1,0.9855993,6.0,1.0,10.0,7.0,1.0,2.0,1.0,3.0,2.0,2.0,4.0,4.0
1,1.0336344,99.0,1.0,4.0,12.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0
1,1.1237522,10.0,1.0,10.0,9.0,1.0,2.0,1.0,4.0,3.0,2.0,4.0,4.0
1,1.4856491,0.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,1.0
1,0.5323218,8.0,1.0,11.0,9.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0
1,0.5501292,7.0,1.0,11.0,9.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0
1,0.5586772,7.0,1.0,9.0,8.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0
1,0.6361341,7.0,1.0,11.0,9.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0
1,0.6504263,9.0,1.0,8.0,,1.0,2.0,1.0,4.0,1.0,2.0,4.0,3.0
1,0.8226977,8.0,1.0,10.0,7.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0
1,0.9183214,1.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0
1,0.9525585,9.0,1.0,10.0,8.0,4.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0
1,1.0525383,8.0,1.0,10.0,9.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0
1,1.072803,6.0,1.0,11.0,9.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0
1,1.4379845,5.0,3.0,,,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0
1,1.6646652,4.0,3.0,,13.0,4.0,4.0,3.0,3.0,1.0,4.0,1.0,1.0
1,1.6935688,1.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,1.0,1.0
1,1.9571054,99.0,3.0,,,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0
1,0.289029,3.0,1.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,1.0
