pays,poids1,nou1,v0t1,t12022,r36b,q27_i2,q27_i22,q27_i31,q27_i32,q27_i8,q27_i14,q27_i23,q31bv15_i4
1,0.920411,7.0,1.0,7.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0
1,0.9228727,7.0,1.0,7.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0
1,0.92545,6.0,1.0,9.0,7.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0
1,0.9297665,6.0,1.0,7.0,5.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0
1,0.9431717,6.0,1.0,7.0,5.0,3.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0
1,0.9504755,7.0,1.0,7.0,5.0,2.0,4.0,,3.0,2.0,3.0,4.0,4.0
1,0.9525798,6.0,1.0,7.0,5.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0
1,0.9571931,6.0,1.0,11.0,9.0,1.0,3.0,1.0,4.0,3.0,3.0,3.0,2.0
1,0.9728479,8.0,1.0,12.0,6.0,1.0,3.0,1.0,4.0,1.0,1.0,4.0,2.0
1,0.9835677,7.0,1.0,7.0,5.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0
1,0.9877714,99.0,1.0,7.0,5.0,1.0,4.0,,2.0,4.0,1.0,3.0,2.0
1,0.9877714,6.0,1.0,7.0,5.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0
1,0.9877714,7.0,1.0,7.0,,1.0,,2.0,3.0,2.0,2.0,4.0,3.0
1,0.9957276,4.0,1.0,6.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0
1,1.0051416,6.0,1.0,7.0,5.0,1.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0
1,1.0058243,6.0,1.0,7.0,5.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0
1,1.0068241,,1.0,7.0,5.0,3.0,4.0,2.0,,2.0,2.0,3.0,1.0
1,1.014549,5.0,1.0,7.0,5.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0
1,1.0262234,99.0,1.0,7.0,5.0,1.0,1.0,1.0,3.0,3.0,2.0,,1.0
1,1.0449791,5.0,1.0,7.0,5.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0
1,1.0682031,3.0,1.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0
1,1.087642,1.0,1.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,3.0,1.0,1.0
1,1.0943929,7.0,1.0,7.0,5.0,3.0,4.0,1.0,4.0,3.0,3.0,3.0,1.0
1,1.1068443,7.0,1.0,11.0,9.0,3.0,1.0,3.0,4.0,4.0,2.0,3.0,2.0
1,1.1416758,2.0,1.0,5.0,4.0,4.0,4.0,3.0,,4.0,4.0,2.0,1.0
1,1.1427932,4.0,1.0,7.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0
1,1.1537896,2.0,1.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0
1,1.3219143,8.0,1.0,7.0,5.0,2.0,4.0,2.0,3.0,1.0,2.0,4.0,3.0
1,1.4246694,4.0,,,4.0,3.0,4.0,3.0,2.0,,3.0,,2.0
1,1.4251515,6.0,1.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0
1,1.4325589,2.0,1.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0
1,1.576466,5.0,3.0,,12.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0
1,1.6490132,3.0,,,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0
1,1.8986106,99.0,1.0,13.0,,2.0,1.0,,4.0,4.0,4.0,2.0,
1,1.9040195,5.0,3.0,,5.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,3.0
1,2.1074903,7.0,3.0,,,1.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0
1,2.3198907,99.0,1.0,13.0,12.0,2.0,1.0,1.0,3.0,3.0,2.0,,4.0
1,2.3373291,99.0,3.0,,,2.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0
1,2.7762508,0.0,3.0,,,4.0,4.0,4.0,2.0,,3.0,2.0,1.0
1,0.6160361,6.0,1.0,8.0,5.0,3.0,4.0,1.0,4.0,4.0,4.0,3.0,1.0
1,0.8236769,6.0,1.0,7.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0
1,1.0564948,5.0,1.0,7.0,5.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0
1,1.1291193,7.0,1.0,7.0,5.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0
1,1.223803,5.0,2.0,,,2.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0
1,0.7318954,6.0,1.0,7.0,5.0,2.0,1.0,3.0,,4.0,2.0,2.0,1.0
1,1.5291499,5.0,3.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
1,0.9869758,7.0,1.0,10.0,9.0,1.0,2.0,1.0,4.0,1.0,2.0,3.0,2.0
1,1.0104007,7.0,1.0,10.0,,1.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0
1,1.2559338,2.0,1.0,4.0,3.0,4.0,4.0,4.0,,4.0,4.0,1.0,1.0
1,1.5762619,99.0,3.0,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0
1,0.5808157,7.0,1.0,7.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0
1,0.6337792,99.0,1.0,7.0,5.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0
1,0.6656452,7.0,1.0,7.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
1,0.6707327,7.0,1.0,7.0,12.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0
1,0.6775172,5.0,1.0,11.0,9.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0
1,0.690519,7.0,1.0,8.0,7.0,2.0,3.0,1.0,3.0,2.0,2.0,4.0,2.0
1,0.7142814,99.0,1.0,7.0,5.0,3.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0
1,0.7464507,3.0,1.0,5.0,4.0,2.0,4.0,2.0,1.0,2.0,3.0,4.0,2.0
1,0.760554,4.0,1.0,7.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0
1,0.76513,8.0,1.0,10.0,7.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0
1,0.7715039,8.0,1.0,8.0,7.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0
1,0.8019735,5.0,1.0,7.0,5.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0
1,0.829341,3.0,1.0,3.0,4.0,4.0,4.0,1.0,3.0,4.0,2.0,2.0,1.0
1,0.8554787,5.0,1.0,7.0,5.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0
1,0.9013733,6.0,1.0,7.0,5.0,4.0,4.0,3.0,2.0,2.0,1.0,3.0,2.0
1,0.9775807,4.0,1.0,7.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0
1,0.9936169,4.0,1.0,11.0,9.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0
1,1.0047555,7.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
1,1.0262234,4.0,1.0,7.0,5.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0
1,1.0467089,7.0,1.0,4.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0
1,1.0573682,7.0,1.0,7.0,5.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0
1,1.0813617,5.0,1.0,7.0,5.0,2.0,2.0,1.0,4.0,1.0,,3.0,3.0
1,1.0813617,6.0,1.0,7.0,5.0,1.0,4.0,1.0,2.0,1.0,2.0,4.0,2.0
1,1.1143944,99.0,1.0,7.0,7.0,2.0,4.0,1.0,1.0,1.0,4.0,4.0,2.0
1,1.1626191,7.0,1.0,4.0,,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0
1,1.1897936,5.0,1.0,7.0,5.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0
1,1.2887968,4.0,1.0,4.0,3.0,2.0,4.0,1.0,3.0,3.0,2.0,2.0,1.0
1,1.3649516,99.0,1.0,13.0,12.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0
1,1.4107952,7.0,3.0,,,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0
1,1.5396545,8.0,1.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0
1,1.545642,2.0,1.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0
1,2.291028,9.0,1.0,13.0,,1.0,4.0,2.0,3.0,2.0,3.0,1.0,2.0
1,0.3201042,2.0,1.0,1.0,1.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0
1,0.400322,8.0,1.0,8.0,12.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0
1,0.4564485,10.0,1.0,8.0,7.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,4.0
1,0.4851839,4.0,1.0,6.0,1.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,1.0
1,0.4907913,6.0,1.0,8.0,7.0,3.0,4.0,1.0,4.0,4.0,2.0,4.0,3.0
1,0.5041562,8.0,1.0,11.0,9.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0
1,0.507154,5.0,1.0,6.0,12.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0
1,0.5111441,4.0,1.0,6.0,5.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0
1,0.5171125,2.0,1.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,1.0
1,0.522325,4.0,1.0,6.0,4.0,,3.0,2.0,2.0,3.0,2.0,2.0,2.0
1,0.5239944,5.0,1.0,8.0,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
1,0.5261839,7.0,1.0,8.0,4.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0
1,0.5272146,8.0,1.0,11.0,7.0,1.0,4.0,1.0,4.0,2.0,2.0,4.0,
1,0.5354601,5.0,1.0,6.0,5.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0
1,0.5396559,2.0,1.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0
1,0.5419562,4.0,1.0,6.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0
1,0.5477778,99.0,1.0,12.0,6.0,1.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0
1,0.5585366,5.0,1.0,11.0,9.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0
1,0.5585366,10.0,1.0,11.0,8.0,2.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0
1,0.5703911,8.0,1.0,7.0,7.0,1.0,4.0,1.0,3.0,3.0,2.0,4.0,2.0
1,0.5703911,5.0,1.0,7.0,5.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0
1,0.5704351,7.0,1.0,7.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
1,0.5709796,10.0,1.0,11.0,9.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0
1,0.582795,9.0,1.0,8.0,7.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0
1,0.583186,2.0,1.0,6.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,2.0,2.0
1,0.5940818,8.0,1.0,8.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0
1,0.5957106,4.0,1.0,3.0,12.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0
1,0.6072091,2.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0
1,0.6103464,7.0,1.0,8.0,7.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0
1,0.6103464,7.0,1.0,8.0,7.0,1.0,3.0,1.0,3.0,1.0,2.0,4.0,4.0
1,0.6122295,7.0,1.0,8.0,7.0,2.0,4.0,1.0,4.0,1.0,2.0,3.0,3.0
1,0.6147313,8.0,1.0,11.0,9.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.6218319,5.0,1.0,7.0,7.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0
1,0.6218799,2.0,1.0,7.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0
1,0.6224039,4.0,1.0,7.0,5.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0
1,0.6255727,5.0,1.0,5.0,5.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,1.0
1,0.6296647,7.0,1.0,8.0,,2.0,3.0,1.0,3.0,3.0,1.0,2.0,3.0
1,0.6302456,7.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,1.0
1,0.6315965,7.0,1.0,8.0,7.0,1.0,4.0,1.0,4.0,1.0,2.0,3.0,3.0
1,0.637412,8.0,1.0,8.0,7.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0
1,0.638617,9.0,1.0,11.0,9.0,2.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0
1,0.6401005,6.0,1.0,8.0,5.0,1.0,1.0,1.0,3.0,4.0,2.0,4.0,4.0
1,0.6469217,6.0,1.0,7.0,5.0,,3.0,3.0,,3.0,2.0,3.0,2.0
1,0.6517993,8.0,1.0,8.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0
1,0.6524876,5.0,1.0,7.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0
1,0.6552425,4.0,1.0,7.0,5.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0
1,0.6565304,8.0,1.0,8.0,7.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,2.0
1,0.6586942,6.0,1.0,7.0,5.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0
1,0.6613823,1.0,1.0,6.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0
1,0.6619309,4.0,2.0,,,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0
1,0.6644127,6.0,1.0,7.0,5.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0
1,0.6663221,8.0,1.0,11.0,9.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0
1,0.678764,7.0,1.0,10.0,7.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0
1,0.6844093,5.0,1.0,6.0,5.0,3.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0
1,0.685931,2.0,1.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,1.0
1,0.6864694,8.0,1.0,11.0,9.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0
1,0.6909367,6.0,1.0,7.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0
1,0.6909367,5.0,1.0,7.0,5.0,4.0,4.0,3.0,3.0,3.0,,2.0,1.0
1,0.6933144,7.0,1.0,7.0,5.0,2.0,4.0,1.0,4.0,2.0,2.0,3.0,1.0
1,0.6967944,6.0,1.0,7.0,5.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0
1,0.6991149,7.0,1.0,8.0,7.0,1.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0
1,0.6991474,4.0,1.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0
1,0.7012123,99.0,1.0,7.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0
1,0.7024086,2.0,1.0,6.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0
1,0.7032098,,1.0,11.0,9.0,1.0,2.0,2.0,2.0,4.0,1.0,4.0,1.0
1,0.7039381,2.0,1.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0
1,0.7059311,6.0,1.0,7.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,0.7059311,7.0,1.0,7.0,5.0,,,1.0,4.0,2.0,,3.0,
1,0.7108993,7.0,1.0,8.0,7.0,,3.0,2.0,2.0,3.0,2.0,4.0,3.0
1,0.7159978,4.0,1.0,6.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0
1,0.7182069,5.0,1.0,6.0,5.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0
1,0.7187592,6.0,1.0,7.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0
1,0.7238361,5.0,1.0,8.0,7.0,1.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0
1,0.7254584,99.0,1.0,6.0,5.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0
1,0.7318954,99.0,1.0,7.0,5.0,3.0,4.0,3.0,4.0,2.0,1.0,2.0,1.0
1,0.7342387,4.0,1.0,6.0,3.0,,3.0,2.0,3.0,3.0,2.0,3.0,3.0
1,0.7370612,5.0,1.0,6.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0
1,0.7444116,4.0,1.0,5.0,2.0,,4.0,3.0,,3.0,,,
1,0.7455465,7.0,1.0,8.0,7.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0
1,0.7463294,3.0,1.0,6.0,,3.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0
1,0.7485889,2.0,1.0,7.0,,1.0,2.0,1.0,4.0,4.0,4.0,1.0,1.0
1,0.7488986,99.0,1.0,11.0,9.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,1.0
1,0.7489564,99.0,1.0,11.0,3.0,3.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0
1,0.759635,6.0,1.0,7.0,5.0,3.0,4.0,2.0,4.0,2.0,1.0,3.0,2.0
1,0.760093,2.0,1.0,5.0,12.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,1.0
1,0.7668002,3.0,1.0,6.0,5.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0
1,0.7703035,5.0,1.0,7.0,5.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0
1,0.7765173,1.0,1.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,1.0,1.0
1,0.783134,99.0,1.0,7.0,5.0,1.0,2.0,1.0,4.0,4.0,2.0,2.0,3.0
1,0.7923373,,1.0,7.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0
1,0.7930048,6.0,1.0,7.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0
1,0.793357,,1.0,7.0,5.0,4.0,1.0,3.0,2.0,3.0,1.0,4.0,2.0
1,0.7950714,8.0,1.0,8.0,7.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0
1,0.7955058,4.0,1.0,6.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,1.0,1.0
1,0.7955558,,1.0,7.0,5.0,2.0,3.0,,3.0,2.0,3.0,4.0,2.0
1,0.8046662,3.0,1.0,7.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0
1,0.806756,6.0,1.0,7.0,5.0,1.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0
1,0.8100956,6.0,1.0,7.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0
1,0.8163052,6.0,1.0,12.0,,2.0,4.0,1.0,4.0,1.0,2.0,3.0,3.0
1,0.8181759,2.0,1.0,4.0,2.0,4.0,4.0,3.0,1.0,3.0,3.0,2.0,1.0
1,0.8224859,1.0,1.0,4.0,3.0,3.0,3.0,4.0,1.0,4.0,4.0,2.0,1.0
1,0.8242429,7.0,1.0,7.0,5.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,4.0
1,0.8242429,5.0,1.0,7.0,5.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0
1,0.8249394,5.0,1.0,11.0,5.0,3.0,3.0,2.0,3.0,2.0,1.0,4.0,4.0
1,0.8319573,4.0,1.0,7.0,5.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0
1,0.8401243,3.0,1.0,7.0,5.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0
1,0.8424777,6.0,1.0,7.0,,2.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0
1,0.8463823,8.0,1.0,7.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
1,0.8515596,5.0,1.0,6.0,7.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0
1,0.8545806,3.0,1.0,7.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0
1,0.8545806,7.0,1.0,7.0,5.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0
1,0.8554787,5.0,1.0,7.0,5.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0
1,0.8554787,7.0,1.0,7.0,5.0,3.0,4.0,2.0,4.0,3.0,1.0,3.0,3.0
1,0.8554787,8.0,1.0,7.0,7.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,3.0
1,0.8554787,6.0,1.0,7.0,5.0,2.0,4.0,1.0,3.0,2.0,,3.0,3.0
1,0.8626261,5.0,1.0,7.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0
1,0.8638579,4.0,1.0,6.0,5.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0
1,0.8685289,5.0,1.0,7.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0
1,0.8685289,4.0,1.0,7.0,5.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0
1,0.8693745,6.0,1.0,7.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0
1,0.8710465,5.0,1.0,7.0,5.0,2.0,3.0,1.0,3.0,3.0,2.0,4.0,3.0
1,0.8710465,5.0,1.0,7.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0
1,0.8710465,7.0,1.0,7.0,5.0,2.0,1.0,2.0,2.0,3.0,1.0,4.0,3.0
1,0.8727692,4.0,1.0,6.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0
1,0.8769082,4.0,1.0,6.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,1.0,1.0
1,0.8847827,8.0,1.0,7.0,5.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0
1,0.8847827,6.0,1.0,7.0,5.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0
1,0.8851952,6.0,1.0,7.0,7.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0
1,0.8852636,5.0,1.0,7.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0
1,0.8852636,4.0,1.0,7.0,5.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0
1,0.8898194,7.0,1.0,11.0,,2.0,3.0,2.0,3.0,,2.0,3.0,3.0
1,0.8933066,6.0,1.0,7.0,5.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0
1,0.896747,99.0,1.0,7.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0
1,0.9013733,4.0,1.0,7.0,5.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,2.0
1,0.9013733,6.0,1.0,7.0,5.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0
1,0.901839,3.0,1.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0
1,0.9161779,6.0,1.0,7.0,5.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0
1,0.9329262,6.0,1.0,11.0,9.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0
1,0.9370291,5.0,1.0,12.0,6.0,3.0,4.0,1.0,2.0,,3.0,3.0,2.0
1,0.9399535,5.0,1.0,6.0,5.0,,4.0,4.0,2.0,3.0,,2.0,2.0
1,0.9451762,4.0,1.0,5.0,5.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0
1,0.9467592,7.0,1.0,7.0,5.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0
1,0.9504755,6.0,1.0,7.0,5.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0
1,0.9504755,5.0,1.0,7.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,1.0
1,0.9504755,9.0,1.0,7.0,5.0,1.0,2.0,1.0,4.0,2.0,2.0,4.0,3.0
1,0.9541546,8.0,1.0,12.0,6.0,2.0,4.0,1.0,4.0,2.0,2.0,4.0,3.0
1,0.9553869,3.0,1.0,12.0,6.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0
1,0.9656243,6.0,1.0,7.0,,,,1.0,,,2.0,3.0,2.0
1,0.9673985,9.0,1.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0
1,0.9686179,5.0,1.0,7.0,5.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0
1,0.9690966,2.0,1.0,7.0,5.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,1.0
1,0.9775807,4.0,1.0,7.0,5.0,1.0,4.0,3.0,3.0,1.0,2.0,3.0,2.0
1,0.9785325,4.0,1.0,7.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0
1,0.9835677,4.0,1.0,7.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0
1,0.98729,1.0,1.0,6.0,5.0,4.0,4.0,4.0,1.0,4.0,3.0,1.0,1.0
1,0.9877714,,1.0,7.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0
1,0.9878968,5.0,1.0,7.0,12.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0
1,0.9958045,3.0,1.0,6.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,1.0,1.0
1,0.9964165,6.0,1.0,7.0,5.0,,4.0,2.0,3.0,2.0,2.0,2.0,2.0
1,0.9964165,6.0,1.0,7.0,5.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0
1,0.9964165,6.0,1.0,7.0,5.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0
1,0.9964165,2.0,1.0,7.0,,4.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0
1,1.0011404,7.0,1.0,4.0,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0
1,1.0068241,7.0,1.0,7.0,5.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,4.0
1,1.0108162,99.0,1.0,7.0,12.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,1.0136176,6.0,1.0,7.0,5.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0
1,1.014549,3.0,1.0,7.0,5.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,2.0
1,1.014549,7.0,1.0,7.0,5.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0
1,1.0154867,5.0,1.0,7.0,12.0,1.0,1.0,1.0,4.0,3.0,4.0,2.0,2.0
1,1.0186894,2.0,1.0,6.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0
1,1.0217552,9.0,1.0,11.0,9.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0
