pays,poids1,poids5,nou1,v0t1,t12022,q27_i2,q27_i22,q27_i32,q6v16_i4,q17v16,q27_i8,q27_i14,q27_i23,q9v16
1,0.8416016,0.8412939,9.0,1.0,11.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0
1,1.2839451,1.2812171,8.0,1.0,7.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
1,1.7046522,1.758932,6.0,3.0,,2.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,
1,1.4335005,1.418537,99.0,1.0,7.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,5.0
1,1.3694724,1.4108906,99.0,3.0,,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0
1,0.6730445,0.6959745,6.0,1.0,8.0,1.0,2.0,4.0,2.0,1.0,3.0,3.0,3.0,5.0
1,1.1177275,1.043666,2.0,1.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,7.0
1,0.7235914,0.6276677,5.0,1.0,11.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,9.0
1,0.8594234,0.9490066,3.0,1.0,4.0,2.0,4.0,2.0,4.0,3.0,1.0,3.0,4.0,3.0
1,0.4263926,0.4298719,,1.0,11.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,3.0,7.0
1,0.2885793,0.2600952,8.0,1.0,2.0,1.0,4.0,4.0,1.0,3.0,1.0,1.0,4.0,6.0
1,1.1435118,1.1339004,6.0,1.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,7.0
1,1.5274863,1.366555,5.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0
1,0.747187,0.7476618,7.0,1.0,11.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,7.0
1,0.4621007,0.4590529,7.0,1.0,11.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,7.0
1,1.3990804,1.4353139,1.0,3.0,,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0
1,1.0902264,1.2113336,0.0,1.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,1.0,5.0
1,1.4469581,1.4561661,9.0,1.0,10.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,4.0,8.0
1,0.4079633,0.4527495,2.0,1.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,8.0
1,1.2478187,1.2894224,3.0,1.0,4.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,3.0,7.0
1,0.5064954,0.5064027,99.0,1.0,9.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,5.0
1,1.1781247,1.2750629,9.0,1.0,10.0,1.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,7.0
1,1.1557007,1.1878988,6.0,1.0,13.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,
1,1.8011541,1.8613144,4.0,1.0,4.0,2.0,4.0,2.0,1.0,3.0,2.0,4.0,2.0,5.0
1,0.4470744,0.4461419,8.0,1.0,11.0,1.0,1.0,4.0,1.0,3.0,4.0,2.0,4.0,5.0
1,0.4825878,0.4824651,9.0,1.0,11.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,
1,0.8028945,0.7562877,99.0,1.0,6.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,,8.0
1,0.5843747,0.6223161,6.0,1.0,9.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,3.0,7.0
1,0.62209,0.6223749,5.0,1.0,7.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,2.0,1.0
1,0.5926865,0.5916036,7.0,1.0,11.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,4.0,5.0
1,0.5765101,0.5779337,8.0,1.0,9.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,8.0
1,0.4714922,0.4703214,10.0,1.0,11.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,3.0,6.0
1,1.73296,1.7830713,99.0,1.0,13.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,5.0
1,1.7392181,1.6838183,8.0,1.0,13.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0
1,0.656756,0.6179462,5.0,1.0,5.0,2.0,4.0,4.0,1.0,1.0,3.0,4.0,2.0,7.0
1,0.4408299,0.4401853,10.0,1.0,11.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,5.0
1,1.2052208,1.2502923,99.0,3.0,,1.0,1.0,,1.0,3.0,3.0,2.0,2.0,5.0
1,1.858817,1.921599,2.0,3.0,,1.0,4.0,4.0,4.0,1.0,3.0,4.0,1.0,8.0
1,1.0309356,1.0187436,4.0,1.0,7.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,1.0,8.0
1,1.1906347,1.0707123,5.0,1.0,8.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,5.0
1,0.6018319,0.5645301,3.0,1.0,6.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,7.0
1,0.6074547,0.6013124,6.0,1.0,7.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0
1,1.2604059,1.1111858,9.0,1.0,10.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,0.0
1,1.390782,1.4350706,99.0,3.0,,3.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,9.0
1,0.9802329,0.9761479,6.0,1.0,7.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,7.0
1,0.8616786,0.7670478,99.0,1.0,12.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,8.0
1,0.9219919,0.9190389,5.0,1.0,7.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,7.0
1,0.5825259,0.5878183,9.0,1.0,11.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,9.0
1,0.2962269,0.3265945,3.0,1.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,1.0,7.0
1,1.1422879,1.2533389,6.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0
1,1.2591714,1.258461,3.0,2.0,,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,5.0
1,0.9145452,0.9253137,99.0,1.0,11.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,5.0
1,1.5368313,1.377185,3.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0
1,1.0309356,1.0187436,4.0,1.0,7.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,5.0
1,0.7137105,0.7138164,99.0,1.0,11.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,5.0
1,1.4834785,1.5323344,99.0,3.0,,1.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,6.0
1,0.6635084,0.657149,99.0,1.0,7.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,5.0
1,0.7570214,0.7567894,6.0,1.0,11.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0
1,0.8151778,0.7315178,7.0,1.0,12.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,4.0,4.0
1,1.0301384,1.0582293,99.0,1.0,13.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,2.0,9.0
1,0.6259037,0.6948842,4.0,1.0,12.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,6.0
1,0.558235,0.6233175,8.0,1.0,8.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,4.0,8.0
1,0.2802433,0.2976463,6.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,7.0
1,1.5694451,1.5205069,8.0,3.0,,1.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,8.0
1,2.4723909,2.0659242,99.0,1.0,13.0,2.0,4.0,2.0,1.0,3.0,2.0,4.0,1.0,7.0
1,0.9802329,0.9761479,2.0,1.0,7.0,,4.0,2.0,,3.0,,3.0,2.0,5.0
1,1.9807162,1.6577188,99.0,1.0,13.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,5.0
1,2.0022469,2.0659242,99.0,3.0,,1.0,4.0,3.0,2.0,3.0,4.0,2.0,4.0,5.0
1,0.8048413,0.8038163,99.0,1.0,11.0,1.0,2.0,,1.0,3.0,,2.0,3.0,9.0
1,0.3291444,0.3356648,5.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,5.0
1,0.930364,0.8403692,9.0,1.0,8.0,2.0,4.0,4.0,2.0,2.0,1.0,2.0,4.0,0.0
1,0.5620812,0.5598012,5.0,1.0,7.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,5.0
1,1.6393141,1.4614661,1.0,1.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,3.0,1.0,7.0
1,0.6162779,0.7095705,3.0,1.0,5.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,8.0
1,1.1008054,1.0426518,5.0,1.0,6.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,7.0
1,0.9158607,0.9193218,10.0,1.0,11.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,4.0,0.0
1,0.8594741,0.8577195,8.0,1.0,11.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0
1,0.3688804,0.3322287,99.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,5.0
1,1.228815,1.2211848,5.0,1.0,7.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,6.0
1,0.3701219,0.3769054,4.0,1.0,2.0,3.0,4.0,3.0,1.0,4.0,3.0,4.0,3.0,9.0
1,1.7831414,1.5985847,3.0,1.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0
1,1.2561744,1.2372665,4.0,1.0,7.0,1.0,1.0,,1.0,2.0,4.0,2.0,,5.0
1,0.5707442,0.5111004,3.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0
1,1.3302644,1.3685325,99.0,3.0,,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,5.0
1,0.603258,0.6696398,8.0,1.0,8.0,2.0,3.0,4.0,1.0,2.0,4.0,3.0,3.0,3.0
1,1.3406777,1.3710392,5.0,3.0,,3.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0
1,0.9954857,0.9928774,5.0,1.0,7.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,8.0
1,0.6982348,0.7030394,10.0,1.0,11.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,10.0
1,0.8008791,0.7976429,5.0,1.0,7.0,1.0,,3.0,,3.0,,1.0,3.0,3.0
1,0.4629267,0.4635433,7.0,1.0,11.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,7.0
1,0.3618929,0.3299374,6.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,8.0
1,1.8961635,1.6979368,1.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,10.0
1,1.1419499,1.266951,1.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,10.0
1,1.358615,1.5018451,2.0,1.0,4.0,1.0,3.0,4.0,2.0,1.0,4.0,2.0,4.0,5.0
1,0.5316894,0.4644091,99.0,1.0,11.0,2.0,2.0,,1.0,3.0,,2.0,,4.0
1,1.079352,0.9044589,5.0,1.0,13.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,9.0
1,0.5394995,0.5060802,5.0,1.0,5.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,5.0
1,1.4474577,1.5908756,9.0,1.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,5.0
1,1.5767105,1.7233423,3.0,1.0,4.0,2.0,3.0,4.0,1.0,3.0,3.0,4.0,1.0,8.0
1,1.1435118,1.1339004,7.0,1.0,7.0,2.0,4.0,4.0,2.0,3.0,1.0,1.0,4.0,5.0
1,0.9519004,0.9377518,8.0,1.0,7.0,2.0,1.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0
1,0.9184557,0.9215825,99.0,1.0,11.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,5.0
1,1.679821,1.8567486,2.0,1.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,5.0
1,0.9049014,0.8987842,99.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0
1,1.5086308,1.5613109,99.0,1.0,,,1.0,,,,1.0,4.0,1.0,10.0
1,0.2789048,0.3066636,3.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,5.0
1,0.4149514,0.4176591,5.0,1.0,11.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0
1,1.1259909,1.1147949,99.0,1.0,7.0,4.0,4.0,,4.0,,4.0,3.0,,5.0
1,0.8506503,0.878763,99.0,3.0,,1.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,10.0
1,0.6592932,0.8069665,4.0,1.0,7.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0
1,0.7954914,0.8282412,8.0,1.0,8.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,4.0,4.0
1,0.6276435,0.6309752,99.0,1.0,11.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,5.0
1,0.3507125,0.38835,8.0,1.0,8.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,7.0
1,0.4290653,0.4725059,99.0,1.0,3.0,1.0,3.0,4.0,1.0,2.0,4.0,4.0,1.0,4.0
1,1.4904381,1.5361427,5.0,3.0,,3.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,
1,0.3848574,0.424413,4.0,1.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,5.0
1,0.8707036,0.9572166,5.0,1.0,12.0,2.0,4.0,3.0,,1.0,4.0,,1.0,10.0
1,1.0246576,1.0231844,7.0,2.0,,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,7.0
1,0.6785675,0.6818781,7.0,1.0,11.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0
1,0.6744833,0.6124546,8.0,1.0,8.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,5.0
1,0.2897494,0.2610907,7.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,7.0
1,1.6819304,1.7288727,7.0,1.0,13.0,3.0,4.0,3.0,1.0,4.0,2.0,2.0,4.0,2.0
1,0.5857998,0.6817381,99.0,1.0,7.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,7.0
1,0.7575548,0.7563733,10.0,1.0,11.0,1.0,2.0,3.0,1.0,1.0,3.0,4.0,2.0,10.0
1,0.9411235,0.8850722,3.0,1.0,6.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,9.0
1,0.548584,0.5498457,2.0,1.0,11.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,9.0
1,0.3766874,0.4167551,4.0,1.0,3.0,2.0,3.0,3.0,1.0,4.0,1.0,2.0,4.0,8.0
1,2.3324091,2.4154334,3.0,3.0,,2.0,4.0,3.0,4.0,1.0,2.0,2.0,1.0,7.0
1,0.462229,0.5119511,3.0,1.0,2.0,3.0,4.0,1.0,3.0,4.0,3.0,4.0,1.0,8.0
1,0.462229,0.5119511,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,6.0
1,0.9511609,1.0496323,2.0,1.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,7.0
1,0.9252404,0.8075691,10.0,1.0,10.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,10.0
1,1.0623169,0.922237,6.0,1.0,9.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,8.0
1,0.7752591,0.7781622,8.0,1.0,11.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,10.0
1,0.7875555,0.7829947,99.0,1.0,11.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,8.0
1,0.9219919,0.9190389,5.0,1.0,7.0,3.0,4.0,3.0,3.0,2.0,4.0,1.0,4.0,3.0
1,1.7119944,1.7716215,99.0,3.0,,4.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,6.0
1,0.6451607,0.6446571,8.0,1.0,11.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,7.0
1,0.5861119,0.5909442,8.0,1.0,11.0,3.0,4.0,3.0,1.0,3.0,1.0,4.0,2.0,7.0
1,0.6395211,0.5746945,4.0,1.0,3.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,2.0,6.0
1,0.8941641,0.8826193,6.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,8.0
1,0.9043831,0.9060543,8.0,1.0,11.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,4.0,9.0
1,0.5793536,0.5793836,99.0,1.0,7.0,1.0,1.0,,1.0,4.0,4.0,2.0,1.0,5.0
1,1.5312909,1.5639553,7.0,1.0,13.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,9.0
1,1.3598483,1.2244695,5.0,1.0,12.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,5.0
1,0.3747196,0.3870715,3.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,7.0
1,0.5590653,0.5530644,2.0,1.0,7.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0
1,0.5146484,0.5153034,10.0,1.0,11.0,1.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,8.0
1,1.5203483,1.499261,8.0,2.0,,4.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,8.0
1,0.7375759,0.7372451,4.0,1.0,7.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0
1,0.4375757,0.4834382,8.0,1.0,8.0,,2.0,2.0,2.0,2.0,1.0,3.0,3.0,5.0
1,0.6467152,0.6409504,6.0,1.0,7.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,6.0
1,0.8409594,0.8943855,6.0,2.0,,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,6.0
1,0.850484,0.7684906,6.0,1.0,8.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0
1,0.7958059,0.7949409,7.0,1.0,7.0,3.0,4.0,3.0,1.0,3.0,2.0,3.0,3.0,5.0
1,0.6724191,0.7473763,7.0,1.0,8.0,2.0,4.0,4.0,1.0,2.0,1.0,2.0,3.0,3.0
1,0.5590653,0.5530644,99.0,1.0,7.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,8.0
1,0.7989426,0.9245135,0.0,1.0,6.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,
1,0.6169461,0.6170918,99.0,1.0,11.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,5.0
1,1.0935644,1.0833879,5.0,1.0,7.0,1.0,4.0,4.0,1.0,2.0,3.0,1.0,2.0,10.0
1,0.4149514,0.4176591,10.0,1.0,11.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,6.0
1,1.9448328,1.7037051,6.0,1.0,10.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,9.0
1,0.7890428,0.7774065,5.0,1.0,7.0,,3.0,3.0,2.0,3.0,2.0,3.0,2.0,6.0
1,0.8603104,0.8652728,5.0,1.0,11.0,2.0,3.0,4.0,1.0,2.0,3.0,3.0,2.0,8.0
1,1.1872958,1.1877472,10.0,1.0,11.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,6.0
1,0.337014,0.3799812,99.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,1.0,,3.0,5.0
1,0.834431,0.8279626,10.0,1.0,11.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,9.0
1,1.5844905,1.7524191,1.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,9.0
1,0.527299,0.5281522,7.0,1.0,11.0,1.0,1.0,3.0,2.0,3.0,,2.0,2.0,7.0
1,0.510186,0.5856479,2.0,1.0,5.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,8.0
1,0.5169788,0.4834175,5.0,1.0,5.0,2.0,4.0,1.0,1.0,,1.0,1.0,1.0,5.0
1,0.9802329,0.9761479,99.0,1.0,7.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,7.0
1,0.1838357,0.2058406,5.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,6.0
1,0.6114303,0.5761221,4.0,1.0,6.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,9.0
1,0.2802433,0.2976463,6.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,7.0
1,0.595037,0.6198606,7.0,1.0,8.0,2.0,4.0,4.0,1.0,3.0,2.0,2.0,4.0,4.0
1,0.7409542,0.7356113,9.0,1.0,11.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,9.0
1,0.7759345,0.8984673,99.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,10.0
1,1.2253431,1.2181892,7.0,1.0,7.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,9.0
1,0.6157152,0.6133389,4.0,1.0,7.0,3.0,,1.0,3.0,4.0,3.0,1.0,3.0,2.0
1,1.7252835,1.7700989,7.0,1.0,13.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,4.0,2.0
1,1.1667835,1.2135617,4.0,1.0,13.0,2.0,4.0,4.0,1.0,3.0,1.0,3.0,3.0,8.0
1,1.0285898,1.0200047,7.0,1.0,7.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,4.0,7.0
1,0.9954857,0.9928774,5.0,1.0,7.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,5.0
1,0.8504063,0.878718,8.0,1.0,12.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,5.0
1,0.39983,0.4024779,10.0,1.0,11.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,5.0
1,0.3091794,0.3395049,2.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,10.0
1,1.7869165,1.8373148,5.0,3.0,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0
1,0.938905,0.9337187,7.0,1.0,11.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,6.0
1,0.4732663,0.4703224,10.0,1.0,11.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0,9.0
1,0.9021564,0.9030223,7.0,1.0,7.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,5.0
1,1.9809068,1.6734699,5.0,1.0,13.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,8.0
1,0.6110205,0.7019017,3.0,1.0,5.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,1.0,8.0
1,0.4331435,0.3898025,0.0,1.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0,10.0
1,1.2561744,1.2372665,7.0,1.0,7.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,,1.0
1,0.7005311,0.639169,5.0,1.0,8.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,6.0
1,0.2368081,0.2614858,3.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,8.0
1,0.3705097,0.4099002,3.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,1.0,7.0
1,0.4317012,0.4348142,10.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,10.0
1,0.7948982,0.7915257,6.0,1.0,7.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,7.0
1,1.2370231,1.366555,3.0,1.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,5.0
1,1.2093793,1.2511721,99.0,1.0,,,4.0,3.0,,3.0,3.0,3.0,4.0,8.0
1,1.0304904,0.9269348,5.0,1.0,4.0,2.0,3.0,1.0,2.0,2.0,4.0,3.0,2.0,8.0
1,1.5898908,1.5397977,6.0,3.0,,1.0,3.0,,3.0,2.0,3.0,2.0,2.0,6.0
1,0.9879219,1.0602468,3.0,2.0,,,4.0,2.0,2.0,2.0,,,3.0,8.0
1,0.3469055,0.3480956,9.0,1.0,11.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,
1,0.6955206,0.8095319,4.0,1.0,6.0,2.0,1.0,2.0,1.0,3.0,3.0,,2.0,4.0
1,0.6964336,0.688652,7.0,1.0,7.0,1.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,0.0
1,0.8303086,0.7473763,8.0,1.0,8.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,6.0
1,1.5188082,1.4669659,3.0,1.0,,4.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0
1,1.2444099,1.2390668,4.0,1.0,7.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,,5.0
1,1.0128298,1.0028183,4.0,1.0,7.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,8.0
1,1.4515631,1.5056295,99.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
1,1.1872938,1.318432,2.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,9.0
1,1.6280699,1.6744241,5.0,3.0,,1.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,5.0
1,0.9158607,0.9193218,9.0,1.0,11.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,7.0
1,1.1706761,1.0134929,4.0,2.0,,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,8.0
1,0.9933708,0.9985168,7.0,1.0,7.0,2.0,4.0,4.0,3.0,3.0,1.0,4.0,4.0,2.0
1,0.5939853,0.5332636,0.0,1.0,3.0,3.0,4.0,1.0,4.0,4.0,2.0,4.0,1.0,10.0
1,1.9100693,1.9777884,99.0,3.0,,2.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,7.0
1,1.2627962,1.3091505,99.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0
1,0.9847197,0.9972872,7.0,1.0,10.0,1.0,4.0,4.0,1.0,1.0,2.0,3.0,3.0,1.0
1,1.0978794,1.0833517,7.0,1.0,7.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,6.0
1,0.5028157,0.502333,4.0,1.0,11.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,8.0
1,1.0066825,1.0094185,10.0,1.0,11.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0,10.0
1,1.2777326,1.3247279,99.0,1.0,13.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,10.0
1,1.1435118,1.1339004,7.0,1.0,7.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,5.0
1,1.5623043,1.3970354,3.0,1.0,4.0,4.0,,1.0,1.0,3.0,3.0,4.0,1.0,10.0
1,0.7603384,0.8444306,2.0,1.0,4.0,2.0,4.0,2.0,,3.0,2.0,3.0,1.0,5.0
