Poids,Poids1,nou1,r36a,r36ab,ivt1_2,Q27_i2,q27_i22,q27_i18,n43_i4,n43_i6,qcb1_i3,q27_i8,q27_i17,q27_i14,q27_i23,q32
1.0971347,1.3365408,2,1,3,4,3,4,3,1,2,3,3,1,3,1,1
0.9056699,1.0881928,99,4,16,16,5,5,5,5,5,5,5,5,3,5,4
1.16631,0.9027439,5,1,5,8,3,4,4,4,1,2,5,3,2,4,2
1.0287795,0.8336475,5,1,5,14,3,4,3,2,2,2,3,2,3,2,2
1.3297808,1.0428925,5,1,5,8,3,4,2,3,2,3,3,2,2,2,2
1.1514795,0.9035604,2,1,5,6,3,4,2,3,2,3,4,2,3,2,2
0.785443,0.973673,99,3,14,15,1,2,4,1,4,1,4,2,2,4,2
1.2101331,0.8161955,4,1,4,7,3,4,2,3,1,3,4,2,4,2,2
0.9591154,0.8154024,10,1,9,8,1,1,1,1,3,1,2,2,1,3,3
1.16631,0.9662557,8,1,9,11,1,1,4,1,4,1,1,1,1,4,2
1.179646,1.5458232,99,1,7,11,1,2,4,1,4,2,5,4,2,4,4
0.8552979,0.6907207,4,1,5,7,2,4,1,3,2,3,2,2,3,2,1
1.0682567,0.859182,6,1,5,8,2,3,2,2,3,1,4,3,1,4,2
1.0013149,1.2639648,3,1,3,6,2,4,3,3,3,3,2,2,3,3,1
1.1086023,1.347432,99,1,13,4,2,1,2,2,3,1,1,1,2,1,1
1.1395994,1.4470807,99,1,3,11,1,1,5,2,5,2,3,1,2,1,1
0.7554935,0.9140379,7,3,14,16,2,4,1,2,2,4,3,3,3,3,3
1.16631,1.5347168,8,1,7,9,1,4,3,3,2,2,1,5,2,4,1
0.7081205,0.9296914,8,1,7,11,1,2,2,2,5,1,4,5,5,4,4
1.4961654,2.052712,8,1,7,9,2,3,3,2,3,2,3,3,3,3,2
1.0800005,1.3970482,8,1,7,10,2,1,3,2,3,1,3,2,2,2,2
0.9275019,0.7754496,99,1,9,11,1,2,4,1,4,1,3,1,5,2,1
1.1894852,1.4420294,99,1,12,14,3,3,3,3,2,3,3,5,3,3,4
1.0720831,1.3650918,8,1,7,9,1,3,4,1,4,1,2,2,2,3,2
1.1514795,1.5361049,8,1,7,9,2,4,4,1,3,1,1,3,2,4,2
0.9515146,1.2051955,3,1,3,4,1,4,2,1,2,2,2,1,3,1,1
0.7880473,0.6641079,10,1,9,11,1,1,4,1,4,1,2,1,2,2,2
1.1947453,0.9478841,6,1,5,8,3,4,2,2,1,2,1,3,2,3,2
1.2184837,1.5500256,4,1,3,7,2,4,2,2,1,4,3,2,3,3,1
0.5969554,0.4855559,5,1,5,8,3,4,1,2,2,4,2,4,2,4,2
1.2816249,1.5722332,2,1,3,4,3,4,3,3,2,3,2,2,2,3,2
0.7353816,0.904353,6,3,14,12,1,3,4,1,4,1,4,1,1,4,1
0.7056296,0.9186356,6,1,7,10,2,2,2,2,3,2,5,2,2,2,1
1.2300112,0.8145483,2,1,4,7,3,4,2,3,2,4,3,2,3,2,2
1.4441137,1.2611924,5,1,9,11,1,2,2,2,3,2,2,2,2,2,1
0.798429,0.6405545,6,1,5,8,4,4,1,4,1,2,3,3,2,3,2
1.179646,0.7836601,3,1,4,6,3,4,2,3,2,4,4,2,4,3,1
1.2300112,1.0116091,10,1,9,12,1,1,4,1,4,1,1,2,1,4,3
1.16631,0.9662557,99,1,9,11,1,4,4,1,4,2,2,1,2,1,1
1.2382648,1.5752219,3,1,3,7,4,4,2,4,1,4,4,2,3,1,1
1.3895187,1.6962312,8,3,14,8,1,1,1,4,3,1,1,1,1,1,3
0.9622368,1.181142,6,1,12,9,3,2,5,2,4,2,3,3,3,4,2
1.0534607,0.7047929,2,1,4,6,4,4,2,3,2,4,3,2,3,2,1
0.6969997,0.9540218,8,1,7,11,2,3,3,2,3,2,2,2,2,3,3
1.2538356,1.3918172,8,1,8,10,2,2,1,2,2,2,1,1,3,2,2
1.147429,1.5178378,5,1,7,9,1,2,3,1,4,1,2,2,3,4,2
1.3338978,1.1674318,9,1,9,11,2,4,2,2,3,2,3,1,2,2,2
0.7913079,0.6596226,8,1,9,12,1,1,4,1,4,2,1,2,2,3,1
0.6102943,0.7769268,5,1,3,8,2,2,2,3,2,2,3,2,2,2,2
1.416674,1.1996976,7,1,9,11,2,2,3,2,3,2,3,3,2,3,2
1.0761764,1.4170768,8,1,7,11,1,4,4,1,4,2,2,2,2,3,1
1.0603129,1.3145347,4,1,3,4,1,2,3,2,4,1,2,2,2,5,1
0.891274,1.109938,4,1,3,7,2,4,2,2,2,3,4,2,2,2,2
0.6819521,0.5306063,6,1,5,9,2,4,2,2,3,3,2,2,2,4,2
0.9656335,0.8268819,9,1,9,12,1,2,1,2,4,1,3,2,1,2,2
0.6096525,0.4825064,4,1,5,8,3,4,2,4,2,3,4,3,2,3,2
1.0677911,0.8158609,6,1,5,8,3,3,3,3,2,2,3,3,2,3,2
1.2582617,1.7094405,8,1,7,5,1,1,3,1,4,3,2,1,1,1,1
1.1010077,1.3526261,2,1,3,4,2,2,3,3,3,2,3,2,2,2,2
1.1485523,0.9962882,9,1,9,11,1,1,4,1,3,1,3,3,3,2,1
0.6051621,0.4731899,1,1,5,6,3,4,2,4,2,3,3,1,3,2,1
0.6684597,0.5398903,8,1,5,9,1,1,1,2,3,2,1,3,2,2,2
0.8076004,0.650361,6,1,5,8,4,4,4,4,1,3,3,3,3,3,3
1.0916191,0.9252312,6,1,9,14,2,2,2,2,3,2,2,2,2,2,2
1.0677911,1.3870108,6,1,7,9,2,2,2,1,3,1,2,2,3,5,2
0.9735067,1.0878251,9,1,8,10,1,2,3,1,4,1,2,4,1,1,2
1.3538861,0.7740399,99,1,2,2,2,2,5,3,5,1,5,1,5,2,2
0.9982073,0.8337742,10,1,9,12,1,1,3,1,3,1,1,1,2,2,1
0.9440513,0.7854648,4,1,9,12,1,1,2,1,2,1,2,2,1,2,1
0.9738113,1.1848764,6,1,3,10,2,2,2,2,2,2,2,2,2,2,1
1.0579348,1.404973,8,1,7,9,3,3,3,2,2,2,2,3,2,2,2
1.2300112,0.9451162,6,1,5,9,4,4,2,3,2,3,2,3,3,3,2
1.1581417,0.792641,5,1,4,8,3,4,2,3,2,2,2,2,3,3,1
1.1839316,1.4254965,99,3,14,15,4,3,5,4,4,4,4,5,4,4,3
1.2510234,0.9878762,5,1,5,8,2,2,3,2,2,1,3,1,2,2,1
0.7560084,0.5946153,4,1,5,8,2,4,3,2,2,3,3,2,2,3,2
1.2300112,1.0116091,8,1,9,12,2,2,5,2,5,2,2,5,2,5,2
1.2300112,0.7780916,7,1,6,13,1,1,4,1,4,2,1,3,1,4,2
1.1627867,1.457128,5,1,3,4,3,4,1,5,2,4,1,1,4,1,1
1.0791447,1.3286244,99,1,12,14,2,2,1,3,3,1,1,2,2,4,1
1.1586964,1.4398,99,1,3,11,2,1,2,3,3,1,1,1,2,1,1
1.0534607,1.2933183,3,1,3,3,4,4,1,3,1,2,4,1,2,2,2
1.1398071,1.5190383,7,1,7,9,3,3,2,3,2,2,3,2,2,2,2
0.8127138,1.0134777,3,1,3,7,2,2,1,3,3,2,2,1,2,1,1
0.9130955,0.93039,99,2,15,12,2,2,2,2,2,2,2,2,2,2,2
0.7491669,0.9736455,6,1,7,8,4,4,3,3,1,2,5,3,2,3,2
1.0579348,0.7122556,4,1,4,6,2,3,3,2,2,2,2,2,2,2,2
1.2405912,0.9769176,99,1,5,4,1,1,3,1,4,4,4,1,4,1,1
0.9670236,0.7636934,5,1,5,16,4,4,2,3,1,3,4,3,2,2,2
0.896863,0.9385407,5,1,11,12,2,2,4,1,3,2,3,1,3,2,1
1.2816249,1.6900718,8,1,7,11,1,5,5,1,4,1,1,1,5,4,2
1.195665,1.5831555,8,1,7,11,1,1,4,1,4,1,2,2,2,3,2
0.7560084,0.5124691,6,1,4,8,3,3,3,3,2,2,3,2,3,2,2
0.8064184,0.5466411,2,1,4,7,4,4,2,4,1,4,3,2,4,5,1
1.4594327,1.8511623,2,1,3,7,1,1,2,1,1,1,2,1,2,1,1
0.6969997,0.5611702,4,1,5,8,4,4,2,3,2,2,3,2,3,2,1
0.8379273,1.0623161,2,1,3,4,2,4,2,2,2,4,4,1,4,2,1
0.7123795,0.938615,8,1,7,9,5,5,2,2,5,2,2,2,5,5,1
1.0655063,1.3026778,3,1,3,6,3,4,1,5,2,3,4,2,3,5,1
1.2300112,1.4624022,5,3,14,14,4,4,2,3,1,3,4,1,3,1,1
1.267136,0.9869835,2,1,5,8,4,4,3,4,1,4,4,2,4,2,1
0.9829361,0.8265125,8,1,9,9,1,3,2,1,3,2,3,2,2,3,1
0.7250521,0.9047374,1,1,3,3,4,4,3,3,2,4,4,1,4,1,1
0.9515174,0.623181,7,1,6,13,2,2,2,2,2,1,2,3,2,4,3
0.7852752,0.6130778,6,1,5,8,3,4,1,3,2,3,4,3,3,3,3
1.0985308,1.3470461,4,1,3,8,3,4,3,2,3,2,3,2,3,3,1
0.6969997,0.6006508,99,1,9,11,2,3,2,1,2,2,5,2,3,4,1
1.2300112,1.6067523,8,1,7,9,2,3,2,2,3,2,2,3,2,3,2
1.033092,1.1699551,8,1,8,12,1,1,3,1,4,1,4,2,3,3,1
1.0255424,0.5775085,99,1,2,2,3,5,2,2,2,2,5,2,5,2,1
0.5578067,0.4823043,99,1,9,12,2,2,3,1,3,4,3,2,3,1,2
0.908867,1.1012892,5,3,14,15,2,3,3,3,2,1,3,3,3,3,2
1.2438692,1.0004245,4,1,5,8,3,4,1,4,2,2,2,4,2,3,1
1.2256845,0.9338771,4,1,5,8,3,3,2,5,2,2,3,5,5,5,2
0.7502074,0.645072,9,1,9,12,1,3,4,1,4,3,1,1,2,1,1
1.1117541,1.3966935,1,1,3,7,2,2,2,3,3,2,3,2,2,1,3
1.1012502,0.8496892,3,1,5,6,1,1,1,1,4,2,2,2,2,4,2
1.0930436,1.2017536,7,1,8,11,1,2,4,1,4,3,3,1,2,2,1
1.3722712,1.4479631,8,1,11,11,1,4,4,1,4,4,2,1,4,2,2
0.9700822,1.3044871,8,1,7,8,2,3,2,2,2,2,2,3,2,3,2
1.0946665,0.7253423,4,1,4,7,3,4,2,4,2,3,4,2,3,5,3
1.3028591,0.8508725,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.8261443,0.6382776,3,1,5,8,3,4,3,3,2,2,3,2,1,2,2
1.0534607,0.8753009,10,1,9,12,2,2,2,2,2,2,3,2,3,2,1
1.0579348,0.7122556,2,1,4,7,2,3,1,2,2,3,2,1,2,3,2
1.0916191,0.9252312,10,1,9,12,1,1,2,1,4,1,4,1,1,1,1
0.9163188,1.1260253,99,3,14,15,3,4,3,3,2,2,4,2,4,2,2
1.2256845,1.476948,99,1,3,15,1,2,4,1,4,1,3,5,1,3,1
1.16631,1.5347168,9,1,7,9,2,4,2,2,3,1,1,3,1,4,3
0.8759727,0.7376044,9,1,9,11,1,1,3,1,4,5,3,1,2,2,2
1.195665,0.9967525,8,1,9,11,2,4,4,2,4,1,2,1,2,3,1
1.2316912,1.3628337,5,1,8,15,2,4,1,1,2,3,2,3,3,3,1
1.195665,1.5831555,8,1,7,9,1,4,4,1,4,1,1,4,2,4,2
1.035714,0.6727669,99,1,6,14,4,4,2,4,2,3,2,2,2,2,2
1.1205546,0.9472198,5,1,9,12,1,1,1,1,3,2,2,1,1,1,1
0.9123816,1.2088381,8,1,7,9,3,4,2,3,2,2,2,2,3,2,1
1.1401796,0.8938854,5,1,5,8,2,2,2,2,2,2,2,2,2,2,2
1.2573811,1.4968575,99,3,14,15,5,5,5,5,5,5,5,5,5,5,1
1.5960968,1.3106683,10,1,9,15,1,3,1,2,4,2,3,1,3,1,2
0.7852752,0.528381,3,1,4,12,1,3,2,2,1,2,3,1,1,4,2
0.6545066,0.5405033,10,1,9,12,4,1,4,4,4,4,1,4,1,4,1
1.195665,1.4409254,99,1,12,14,5,5,1,2,2,2,4,1,2,3,2
0.6465731,0.8381736,6,1,7,9,3,3,3,3,2,3,2,3,3,3,1
1.4441137,1.1782945,4,1,5,8,2,3,2,2,2,3,4,1,3,2,1
0.9578196,1.1997703,5,1,3,12,2,3,4,1,3,2,3,2,2,3,1
0.7852752,0.9695967,7,1,3,4,2,1,3,3,3,2,2,3,2,4,4
1.0579348,1.404973,99,1,7,8,2,3,3,2,3,2,2,2,2,3,1
0.5437247,0.7319301,8,1,7,8,3,3,2,3,2,3,2,3,2,3,2
1.0115001,0.7975634,5,1,5,7,3,2,2,3,2,2,3,2,3,2,2
1.3828862,1.8954999,8,1,7,9,2,3,3,2,3,2,2,2,2,3,2
0.6883056,0.8905288,7,1,7,8,2,2,3,2,3,2,2,2,2,5,1
0.9023523,0.760107,6,1,9,12,1,2,2,2,3,2,3,2,3,2,2
1.2228874,1.0331242,10,1,9,9,1,2,3,1,4,1,2,2,3,3,3
1.0877792,1.4520814,9,1,7,9,1,1,4,1,4,2,1,1,3,3,2
0.837363,1.1113147,5,1,7,9,1,1,3,1,4,1,3,1,5,2,1
1.0539745,0.8512241,8,1,9,11,1,1,4,1,3,1,2,2,2,3,1
0.6474941,0.5506914,9,1,9,12,1,2,1,1,3,4,1,1,2,1,1
0.896863,0.707325,4,1,5,3,3,2,3,2,2,2,4,2,2,2,1
1.0450457,1.3275878,5,1,3,7,3,3,1,2,1,1,2,1,3,2,1
1.1916192,0.6738165,2,1,2,2,4,2,2,3,2,2,3,2,2,3,2
1.3433056,0.9226888,2,1,4,6,4,4,1,4,1,4,4,1,4,1,1
1.0715605,1.4037035,6,1,7,9,2,2,2,2,2,1,3,2,3,3,1
1.2256845,0.9995791,5,1,9,12,2,2,2,2,2,2,3,2,2,2,1
1.2300112,0.9451162,4,1,5,7,3,4,2,2,2,3,3,1,4,2,2
1.195665,1.5831555,9,1,7,11,1,1,4,1,4,2,2,3,2,3,2
1.16631,1.1978395,99,1,11,10,4,1,4,4,1,2,4,1,2,1,1
0.9466101,0.5265905,5,1,2,2,2,3,3,4,2,3,3,1,3,1,1
1.0400652,1.1465948,7,1,8,11,2,3,4,1,3,1,3,2,1,3,1
1.1051377,1.3599757,1,1,3,3,4,4,2,2,1,3,4,1,4,1,1
1.2582617,1.0762614,9,1,9,9,1,1,3,2,3,1,2,3,2,3,2
1.4116906,1.107513,5,1,5,8,5,4,5,5,2,2,5,2,5,5,4
1.2256845,1.5876449,8,1,7,11,1,4,4,1,4,1,2,3,1,4,3
1.1436303,0.8818237,99,1,5,8,2,5,3,2,3,2,3,5,2,3,2
1.2405912,1.5116093,3,1,12,15,3,3,2,2,3,2,3,2,2,2,2
0.869993,0.6010572,99,1,4,7,2,4,2,2,2,2,2,2,4,3,2
0.8837485,1.0866036,5,1,12,14,2,4,1,1,2,3,4,1,4,1,1
0.6453963,0.5015914,8,1,5,9,1,5,5,1,4,2,1,2,2,2,4
1.0460829,0.8331253,6,1,5,11,1,2,3,1,3,2,3,2,3,2,2
1.416674,1.1208419,4,1,5,7,3,4,5,3,2,3,5,2,3,2,1
1.2717385,0.9796879,99,1,5,4,4,2,5,3,1,1,3,2,2,4,1
1.2990288,1.0181346,8,1,5,8,2,4,2,2,2,2,2,4,2,3,3
1.1680697,1.4226443,99,1,3,4,4,2,2,3,2,3,2,2,2,2,1
1.1514795,0.9671295,9,1,9,12,1,1,2,1,3,2,1,3,2,4,2
1.0522103,0.8130507,4,1,5,7,2,4,5,3,2,5,4,2,2,2,3
1.4408748,1.8127722,2,1,12,14,2,3,2,2,2,4,3,2,3,3,1
0.956358,0.6501091,6,1,4,7,4,4,2,3,2,3,4,2,4,2,2
1.0460829,1.3176068,3,1,3,15,2,4,1,3,2,2,2,1,3,3,2
1.3303132,0.8767853,8,1,1,5,2,2,4,2,1,1,1,2,1,1,2
1.1496921,1.4294261,2,1,12,14,4,4,2,4,2,4,4,2,4,2,1
0.6155001,0.4945985,1,1,5,7,4,4,2,3,1,4,4,2,4,2,1
1.2980295,0.7528427,8,1,2,5,2,1,2,1,2,2,2,2,2,2,1
1.0579348,0.8264266,4,1,5,8,3,4,2,3,5,3,2,2,3,3,2
0.8793126,0.703456,6,1,5,7,3,2,2,3,2,2,2,2,2,2,2
1.2300112,1.4947231,1,1,3,3,3,4,1,3,2,4,4,1,3,2,1
0.902358,1.2277858,8,1,7,8,2,3,3,2,3,2,2,3,3,3,2
1.0364065,1.374962,9,1,7,10,1,1,2,1,4,1,1,1,2,1,2
0.6502441,0.4280561,99,1,6,14,2,2,4,2,3,2,2,2,3,2,1
1.1436303,0.8818237,2,1,5,12,2,4,1,3,2,2,2,2,1,2,2
0.5738213,0.7148095,6,1,3,9,3,4,4,1,4,2,1,4,1,4,2
0.6953862,0.586671,7,1,9,12,2,3,2,3,2,2,2,2,3,2,1
1.033092,0.8351832,5,1,5,8,3,4,2,3,2,3,2,3,2,2,2
1.0655063,0.7098933,1,1,4,2,4,4,2,3,1,4,4,2,4,2,1
1.0916191,1.4695572,7,1,7,9,3,2,4,2,3,2,3,2,3,4,2
1.0111792,0.9990662,8,2,15,15,2,1,2,2,2,2,2,2,2,2,3
0.7446064,0.9061009,3,1,12,14,3,4,1,3,1,4,2,3,3,2,2
1.0799754,0.8435779,7,1,5,8,2,3,2,2,2,2,2,2,2,3,2
0.8983943,0.6063817,3,1,1,3,4,4,2,4,2,3,4,1,4,2,2
1.2409966,0.9773154,3,1,5,8,3,4,2,4,2,3,4,1,3,2,1
1.0682567,1.4606591,99,1,7,16,2,4,1,4,3,3,2,2,3,2,1
1.2300112,1.0116091,9,1,9,12,1,1,4,1,4,2,2,3,2,4,2
0.7900848,0.4355735,3,1,2,2,3,4,2,3,2,3,3,2,3,2,1
0.6392608,0.4239542,5,1,6,13,3,5,1,3,2,3,1,3,3,3,2
0.8518863,1.0751384,3,1,3,8,3,4,1,4,2,2,4,2,2,2,2
0.9276665,1.2307309,8,1,7,9,1,4,2,1,4,1,2,3,2,4,1
1.3303132,1.6008105,3,3,14,6,2,4,3,3,2,3,3,2,3,2,1
0.9383287,0.7424126,5,1,5,9,2,2,2,3,2,2,3,2,2,3,2
0.8781155,0.7689446,9,1,9,12,2,3,4,1,2,2,2,1,3,2,1
1.0425119,1.3117499,3,1,3,2,2,4,1,4,2,3,2,1,2,2,2
0.9434338,1.1135637,99,1,12,9,5,1,1,1,3,1,4,2,4,2,2
1.2466228,1.3673964,99,1,8,16,2,4,5,1,3,2,3,1,2,2,2
1.0153577,1.3371079,8,1,7,9,1,1,4,1,3,2,3,2,2,3,2
1.0150708,0.6956524,5,1,4,15,4,4,4,4,4,4,4,4,4,4,2
0.9982073,0.7789705,4,1,5,8,4,4,1,4,2,3,2,2,3,2,2
1.1476673,1.3808893,99,3,14,15,3,3,4,3,2,2,2,2,3,2,2
1.1397359,1.4407758,99,1,3,1,3,3,2,3,2,4,3,2,3,2,1
0.8660182,0.6865982,4,1,5,8,4,4,2,3,1,3,2,3,5,4,2
1.16631,1.5347168,8,1,7,9,3,4,5,2,2,2,2,2,4,3,2
0.8349797,1.0269855,99,3,14,15,1,1,4,1,3,3,2,2,4,4,2
1.16631,1.4277103,1,1,3,8,4,4,2,2,2,3,3,2,3,2,1
0.5578067,0.7660505,6,1,7,8,3,1,1,1,2,1,2,2,2,3,2
1.2341771,1.0480891,99,1,9,12,1,3,2,1,3,2,3,2,3,3,1
1.1766145,0.8064424,2,1,4,6,1,3,2,2,4,2,3,2,1,2,1
1.2758408,1.5401068,6,1,12,14,4,3,1,3,1,2,2,2,3,3,2
1.0579348,0.8264266,7,1,5,9,4,3,4,2,3,2,2,2,2,2,2
1.0799754,1.3052895,99,1,12,14,2,4,2,2,3,2,2,5,2,3,2
1.2006755,0.9401583,4,1,5,16,3,4,5,4,2,4,3,2,3,5,2
0.7472349,1.0075212,7,1,7,8,1,2,2,1,4,1,1,3,1,2,3
1.2300112,1.6067523,8,1,7,9,2,2,3,3,3,2,2,3,2,3,2
1.2510234,1.6794466,7,1,7,9,1,1,1,1,2,1,2,1,2,2,1
0.6175603,0.5324218,8,1,9,11,2,1,3,2,2,2,2,3,2,4,3
1.0329683,0.838838,5,1,5,8,2,2,2,4,2,3,3,2,2,2,2
0.520501,0.7034257,7,1,7,9,1,4,2,1,4,2,2,3,2,4,2
1.0579348,0.8264266,5,1,5,8,3,4,2,3,2,2,3,2,2,2,2
1.2256845,0.9338771,7,1,5,9,1,1,2,1,4,2,2,2,2,1,2
1.0571619,0.6184661,99,1,2,12,1,4,4,1,4,4,4,4,4,4,1
1.0442302,1.3534894,0,1,3,7,4,4,2,4,1,4,3,2,4,2,1
1.16631,1.5347168,7,1,7,8,3,3,2,2,2,2,2,2,4,2,2
1.2713529,0.9834985,6,1,5,8,4,3,1,3,2,3,3,3,1,4,2
1.416674,1.1208419,5,1,5,8,1,4,4,1,2,1,3,2,2,2,1
0.8379273,1.1419364,8,1,7,9,3,4,2,3,2,2,3,2,2,2,2
0.9831933,0.7724642,7,1,5,8,3,4,2,3,2,3,3,3,2,2,2
1.1244663,1.5122405,8,1,7,8,2,4,2,1,3,2,1,4,1,2,1
0.6795532,0.5242964,2,1,5,4,2,4,4,2,2,2,3,2,3,3,1
0.7721642,0.9307958,99,1,12,12,2,1,1,1,1,1,3,1,2,1,1
1.0331161,0.8135875,3,1,5,6,3,4,1,3,2,4,4,2,3,2,2
0.6945479,0.477893,3,1,4,4,4,3,1,4,1,1,2,3,1,1,1
0.7852752,0.6130778,7,1,5,7,3,4,1,4,1,3,2,3,2,3,2
1.16631,1.3968384,7,4,16,9,2,4,5,2,3,2,1,1,2,3,4
1.0316151,0.9061384,10,1,9,12,1,1,4,1,4,1,4,1,4,1,4
0.6751958,0.8474876,5,1,3,6,3,4,2,3,2,4,4,2,2,2,2
1.1622074,1.4107322,3,1,3,6,3,4,3,3,2,3,4,1,3,2,1
1.049755,1.3737196,8,1,7,9,1,2,4,1,4,1,2,1,1,3,1
1.1476673,1.3808893,99,3,14,15,2,2,2,2,3,2,2,2,2,2,2
1.0571619,0.9112545,7,1,9,15,1,1,1,1,4,2,4,1,5,1,3
1.195665,0.9312362,4,1,5,8,4,4,1,3,2,2,3,4,2,4,2
1.2990288,1.0181346,4,1,5,7,4,4,3,3,2,4,4,3,3,2,2
1.0655063,1.4003131,8,1,7,9,1,3,3,1,4,1,2,2,5,3,2
0.7531205,0.5083445,7,1,4,9,3,2,3,2,3,2,1,2,1,2,1
1.3828862,1.1934042,8,1,9,12,2,1,3,2,2,5,4,2,4,3,2
1.0799754,1.4341313,7,1,7,9,2,4,3,3,2,2,2,3,3,4,1
1.1581417,0.792641,4,1,4,6,4,4,1,3,2,3,3,2,3,2,1
0.5738213,0.3721006,6,1,6,13,3,2,2,2,2,1,2,2,2,3,1
1.0640558,0.900367,10,1,9,12,1,1,4,1,4,2,2,2,1,1,1
1.16631,1.5347168,7,1,7,16,2,4,3,1,2,2,1,4,1,4,3
0.9198864,0.7145441,6,1,5,5,2,3,1,1,2,2,2,2,3,3,2
1.179646,1.5458232,99,1,7,11,1,2,4,1,4,1,3,4,2,4,2
1.2816249,1.6900718,10,1,7,8,1,1,4,1,4,1,2,2,2,1,1
0.7518116,0.6203834,10,1,9,11,1,1,4,1,4,1,1,3,2,4,3
1.116479,1.3589571,99,3,14,4,4,3,2,5,2,3,3,2,3,2,2
1.0650389,1.2007965,7,1,8,11,1,2,2,2,2,1,2,3,2,4,1
1.0542133,1.263544,99,1,12,15,1,1,3,1,3,1,2,2,3,1,2
0.7852752,0.6130778,6,1,5,4,1,5,3,2,1,1,3,2,2,1,2
1.2810627,1.1073614,5,1,9,12,2,2,2,1,3,2,3,2,3,2,2
1.2618197,0.9790263,8,1,5,8,2,2,2,2,2,3,2,2,2,2,2
1.1766145,0.8064424,2,1,4,15,4,5,1,4,1,4,4,2,4,1,1
1.0153577,0.7865072,4,1,5,8,3,4,1,2,2,3,3,3,2,3,1
1.2256845,1.5876449,7,1,7,9,3,4,4,5,5,5,2,5,2,4,2
0.753349,0.6288804,9,1,9,12,2,1,2,1,1,1,2,1,1,1,3
1.4116906,1.7515571,2,1,3,4,2,3,2,2,3,2,3,2,2,2,2
0.8914181,0.7158602,4,1,5,7,2,4,4,2,2,1,2,3,2,3,1
1.1880298,0.761869,99,1,6,13,1,1,2,1,4,1,3,1,1,1,2
1.1828835,0.9700987,9,1,9,12,1,1,1,3,2,1,1,1,3,4,1
1.4909024,1.88688,3,1,3,4,2,3,2,2,2,3,3,2,3,2,2
1.16631,1.5347168,5,1,7,8,4,4,4,3,1,3,1,4,3,4,2
0.9894444,1.1938225,99,3,14,9,2,2,3,2,3,2,3,2,4,4,2
1.1994046,1.6723032,99,1,7,16,2,2,2,2,2,2,4,3,2,3,2
1.1511426,0.7734986,4,1,4,7,3,1,1,3,1,1,3,1,2,1,2
1.0985308,1.3470461,6,1,3,11,3,4,4,2,3,2,2,3,4,3,1
1.2300112,1.6067523,9,1,7,8,3,2,2,1,2,1,2,2,1,2,2
0.9839654,1.1904438,5,3,14,14,3,3,2,2,2,3,3,2,3,3,2
1.1437594,1.5674011,6,1,7,8,2,3,2,1,2,1,2,3,1,4,2
0.6961759,0.8969733,5,1,7,8,2,4,3,2,3,2,2,3,2,2,2
0.7560084,0.9403978,2,1,3,7,3,4,2,3,2,4,2,1,3,2,1
0.7446064,0.9955398,8,1,7,9,2,1,2,2,3,2,1,2,2,1,1
1.0542133,1.2914698,3,1,3,7,3,2,2,2,2,2,1,2,2,1,1
1.1540679,1.5449454,8,1,7,9,1,2,2,1,3,2,2,1,1,3,1
1.1010077,0.7371126,3,1,4,4,1,1,1,1,4,2,3,2,3,1,1
1.163331,1.4296657,2,4,16,5,1,1,3,1,4,1,4,2,2,2,2
0.6892901,0.8254699,99,1,12,14,3,4,2,3,2,1,3,2,1,1,1
1.147429,1.5178378,7,1,7,9,3,4,4,4,2,2,2,3,2,4,3
1.0493395,0.703711,5,1,6,13,3,1,1,3,1,2,3,2,3,2,1
0.764132,0.7698537,8,2,15,11,2,2,2,2,2,2,2,2,2,2,1
1.2510234,1.6794466,6,1,7,9,1,3,2,1,4,1,1,3,2,2,2
1.0985308,0.8517398,6,1,5,8,5,4,2,5,5,5,2,3,5,3,2
0.9075409,0.716214,5,1,5,8,2,1,2,2,3,3,3,2,2,3,2
0.9963071,0.8245854,7,1,9,12,3,1,1,3,2,1,1,1,3,1,2
1.0787754,1.4513185,8,1,7,11,1,2,1,1,2,2,1,2,1,3,2
1.2771165,1.6699737,8,1,7,11,1,2,4,1,4,1,2,4,1,4,1
1.3780217,1.1792123,99,1,9,12,1,2,5,1,4,2,5,2,2,5,1
1.2816249,1.6900718,9,1,7,11,1,1,4,1,4,2,4,2,2,3,2
0.9464911,0.658334,1,1,4,7,2,4,1,1,3,2,2,1,4,1,2
1.0460829,0.8331253,4,1,5,8,2,4,2,3,4,2,4,3,2,2,1
1.2626787,1.043859,10,1,9,12,1,1,4,1,4,1,3,2,5,3,3
1.1244663,0.7666352,8,1,4,5,3,4,3,4,2,3,4,3,4,1,2
1.0522103,0.8130507,3,1,5,4,4,4,1,4,2,2,3,3,4,4,1
0.9557603,0.7854534,4,1,5,8,4,4,2,4,1,3,3,3,3,2,2
1.1799045,1.0103915,5,1,9,12,1,1,2,2,3,3,3,1,2,2,2
0.6586189,0.8037929,8,1,12,14,1,4,2,2,2,3,3,2,3,2,1
1.1436303,1.364468,99,1,12,14,2,3,1,2,2,2,3,2,1,2,3
1.3722712,1.7258337,3,1,3,7,3,2,2,3,2,2,3,2,2,2,1
0.7560084,0.9403978,2,1,3,5,4,4,1,3,5,3,2,3,3,2,2
0.6969997,0.6006508,8,1,9,12,1,1,4,1,4,1,1,1,1,3,1
1.179646,0.9092768,1,1,5,8,1,2,3,1,4,1,3,1,2,1,1
